value	from	to
0,955929756	Тюменская обл.	Иркутская обл.
0,860834258	Удмуртия	Иркутская обл.
0,929374651	Ульяновская обл.	Иркутская обл.
0,914949834	Хабаровский край	Иркутская обл.
0,846994924	Хакасия	Иркутская обл.
0,802831778	ХМАО – Югра	Иркутская обл.
0,950213033	Челябинская обл.	Иркутская обл.
0,769094136	Чечня	Иркутская обл.
0,805554423	Чувашия	Иркутская обл.
0,788751505	Чукотский АО	Иркутская обл.
0,697534763	Ямало-Ненецкий АО	Иркутская обл.
0,921708184	Ярославская обл.	Иркутская обл.
0,906060525	Адыгея	Кабардино-Балкария
0,748907248	Алтай	Кабардино-Балкария
0,806498451	Алтайский край	Кабардино-Балкария
0,805269928	Амурская обл.	Кабардино-Балкария
0,90992281	Архангельская обл.	Кабардино-Балкария
0,867861746	Астраханская обл.	Кабардино-Балкария
0,716742804	Башкортостан	Кабардино-Балкария
0,887628008	Белгородская обл.	Кабардино-Балкария
0,851424757	Брянская обл.	Кабардино-Балкария
0,796918372	Бурятия	Кабардино-Балкария
0,857734827	Владимирская обл.	Кабардино-Балкария
0,797251316	Волгоградская обл.	Кабардино-Балкария
0,795460816	Вологодская обл.	Кабардино-Балкария
0,783293894	Воронежская обл.	Кабардино-Балкария
0,852912633	Дагестан	Кабардино-Балкария
0,734834228	Еврейская АО	Кабардино-Балкария
0,857528489	Забайкальский край	Кабардино-Балкария
0,90579084	Ивановская обл.	Кабардино-Балкария
0,902715918	Ингушетия	Кабардино-Балкария
0,809431585	Иркутская обл.	Кабардино-Балкария
1	Кабардино-Балкария	Кабардино-Балкария
0,809513936	Калининградская обл.	Кабардино-Балкария
0,646325605	Калмыкия	Кабардино-Балкария
0,952914271	Калужская обл.	Кабардино-Балкария
0,876494587	Камчатский край	Кабардино-Балкария
0,898312602	Карачаево-Черкессия	Кабардино-Балкария
0,818886193	Карелия	Кабардино-Балкария
0,712016155	Кемеровская обл.	Кабардино-Балкария
0,884810516	Кировская обл.	Кабардино-Балкария
0,860708415	Коми	Кабардино-Балкария
0,790927092	Костромская обл.	Кабардино-Балкария
0,742072488	Краснодарский край	Кабардино-Балкария
0,892446423	Красноярский край	Кабардино-Балкария
0,739108271	Крым	Кабардино-Балкария
0,790944305	Курганская обл.	Кабардино-Балкария
0,860253014	Курская обл.	Кабардино-Балкария
0,840222288	Ленинградская обл.	Кабардино-Балкария
0,790758872	Липецкая обл.	Кабардино-Балкария
0,782840699	Магаданская обл.	Кабардино-Балкария
0,918094133	Марий Эл	Кабардино-Балкария
0,9113457	Мордовия	Кабардино-Балкария
0,649794372	Москва	Кабардино-Балкария
0,771110044	Московская обл.	Кабардино-Балкария
0,851444526	Мурманская обл.	Кабардино-Балкария
0,745884336	Ненецкий АО	Кабардино-Балкария
