Пирсон	Поле1	Поле2
0,006579106	Индия	Ботсвана
0,089999762	Индонезия	Ботсвана
0,018821142	Иордания	Ботсвана
0,140477811	Ирак	Ботсвана
0,116623418	Ирландия	Ботсвана
0,167626426	Испания	Ботсвана
0,095479964	Италия	Ботсвана
0,024376354	Йемен	Ботсвана
0,053154896	Кабо-Верде	Ботсвана
0,083593311	Казахстан	Ботсвана
0,112436263	Камбоджа	Ботсвана
-0,008544013	Камерун	Ботсвана
0,139350569	Канада	Ботсвана
0,023875991	Катар	Ботсвана
0,095807131	Кения	Ботсвана
-0,012891816	Китай, Специальный административный район Гонконг	Ботсвана
0,037016208	Колумбия	Ботсвана
0,172014719	Коста-Рика	Ботсвана
0,053475257	Кот-д'Ивуар	Ботсвана
0,061369572	Кувейт	Ботсвана
0,036487426	Кыргызстан	Ботсвана
0,152309126	Лаосская Народно-Демократическая Республика	Ботсвана
0,025372426	Латвия	Ботсвана
0,050282857	Ливан	Ботсвана
0,152857968	Ливия	Ботсвана
0,050761151	Литва	Ботсвана
0,07796111	Лихтенштейн	Ботсвана
0,17575966	Люксембург	Ботсвана
0,112140078	Маврикий	Ботсвана
0,133861628	Малайзия	Ботсвана
0,061735553	Мали	Ботсвана
0,31769154	Мальта	Ботсвана
0,095977216	Марокко	Ботсвана
0,028649229	Мексика	Ботсвана
0,157744538	Мозамбик	Ботсвана
0,047338239	Монголия	Ботсвана
0,135817619	Мьянма	Ботсвана
0,040698294	Намибия	Ботсвана
0,046788993	Непал	Ботсвана
-0,030128402	Нигер	Ботсвана
0,040581475	Нигерия	Ботсвана
0,056499862	Нидерланды	Ботсвана
-0,036017051	Никарагуа	Ботсвана
0,036102511	Новая Зеландия	Ботсвана
0,065967846	Норвегия	Ботсвана
0,044749016	Объединенная Республика Танзания	Ботсвана
0,049988335	Объединенные Арабские Эмираты	Ботсвана
4,23756E-05	Оман	Ботсвана
0,042606008	Пакистан	Ботсвана
0,018995006	Панама	Ботсвана
0,001631753	Папуа-Новая Гвинея	Ботсвана
0,064774739	Парагвай	Ботсвана
0,030574926	Перу	Ботсвана
0,010524159	Польша	Ботсвана
0,079589282	Португалия	Ботсвана
0,075309207	Республика Корея	Ботсвана
0,015910578	Республика Молдова	Ботсвана
0,034930653	Российская Федерация	Ботсвана
0,194374472	Руанда	Ботсвана
0,017650793	Румыния	Ботсвана
-0,002048348	Сальвадор	Ботсвана
0,002248526	Саудовская Аравия	Ботсвана
0,018003977	Северная Македония	Ботсвана
0,116681599	Сенегал	Ботсвана
0,067245309	Сербия	Ботсвана
0,001135824	Сингапур	Ботсвана
0,014519431	Словакия	Ботсвана
0,058516096	Словения	Ботсвана
0,169534378	Соединенное Королевство Великобритании и Северной Ирландии	Ботсвана
0,130836291	Соединенные Штаты Америки	Ботсвана
-0,012499837	Таджикистан	Ботсвана
0,158650685	Таиланд	Ботсвана
0,075935363	Того	Ботсвана
0,065225484	Тринидад и Тобаго	Ботсвана
0,083666569	Турция	Ботсвана
0,105692705	Уганда	Ботсвана
-0,0064455	Украина	Ботсвана
0,060691568	Уругвай	Ботсвана
0,198330982	Фиджи	Ботсвана
0,120573703	Филиппины	Ботсвана
0,094709763	Финляндия	Ботсвана
0,099629311	Франция	Ботсвана
0,054076356	Хорватия	Ботсвана
0,011448479	Чехия	Ботсвана
0,010435704	Чили	Ботсвана
0,141834884	Швейцария	Ботсвана
0,001872104	Швеция	Ботсвана
0,11251089	Шри-Ланка	Ботсвана
0,024456641	Эквадор	Ботсвана
0,050681969	Эстония	Ботсвана
0,060952778	Южная Африка	Ботсвана
0,10284015	Ямайка	Ботсвана
0,068937877	Япония	Ботсвана
0,208244666	Австралия	Бразилия
0,386554631	Австрия	Бразилия
0,017577398	Ангола	Бразилия
0,224403232	Антигуа и Барбуда	Бразилия
0,561399217	Аргентина	Бразилия
0,104136677	Аруба	Бразилия
0,296151499	Афганистан	Бразилия
0,036666129	Багамские Острова	Бразилия
0,494016841	Бангладеш	Бразилия
0,292992437	Барбадос	Бразилия
0,740754893	Бахрейн	Бразилия
0,435582084	Беларусь	Бразилия
0,326228163	Белиз	Бразилия
0,336961918	Бельгия	Бразилия
-0,015526333	Бенин	Бразилия
0,525081869	Болгария	Бразилия
0,364638067	Боливия (Многонациональное Государство)	Бразилия
0,342603061	Босния и Герцеговина	Бразилия
0,024091721	Ботсвана	Бразилия
1	Бразилия	Бразилия
0,022694607	Буркина-Фасо	Бразилия
0,366225626	Венгрия	Бразилия
0,448273847	Венесуэла (Боливарианская Республика)	Бразилия
0,03774659	Вьетнам	Бразилия
0,051950648	Габон	Бразилия
0,139117958	Гаити	Бразилия
0,004029552	Гана	Бразилия
0,486941796	Гватемала	Бразилия
0,179324569	Гвинея-Бисау	Бразилия
0,355589684	Германия	Бразилия
0,200630748	Гондурас	Бразилия
0,314700339	Греция	Бразилия
0,601935616	Грузия	Бразилия
0,623813083	Дания	Бразилия
0,400968914	Доминиканская Республика	Бразилия
0,43140547	Египет	Бразилия
0,187234479	Замбия	Бразилия
-0,037748281	Зимбабве	Бразилия
0,487720703	Израиль	Бразилия
0,494308067	Индия	Бразилия
0,396871995	Индонезия	Бразилия
0,528274126	Иордания	Бразилия
0,446098479	Ирак	Бразилия
0,07896964	Ирландия	Бразилия
0,281846204	Испания	Бразилия
0,443743836	Италия	Бразилия
0,337290919	Йемен	Бразилия
0,135375903	Кабо-Верде	Бразилия
0,368005069	Казахстан	Бразилия
0,168160176	Камбоджа	Бразилия
0,110391747	Камерун	Бразилия
0,23257618	Канада	Бразилия
0,365190536	Катар	Бразилия
0,082952767	Кения	Бразилия
0,042482469	Китай, Специальный административный район Гонконг	Бразилия
0,528257848	Колумбия	Бразилия
0,45537082	Коста-Рика	Бразилия
0,06164535	Кот-д'Ивуар	Бразилия
0,785434201	Кувейт	Бразилия
0,127413494	Кыргызстан	Бразилия
-0,102675261	Лаосская Народно-Демократическая Республика	Бразилия
0,589819467	Латвия	Бразилия
0,673789363	Ливан	Бразилия
0,368574014	Ливия	Бразилия
0,603282409	Литва	Бразилия
0,373855035	Лихтенштейн	Бразилия
0,33479696	Люксембург	Бразилия
0,221000613	Маврикий	Бразилия
0,14239564	Малайзия	Бразилия
0,084637675	Мали	Бразилия
0,06876437	Мальта	Бразилия
0,205993934	Марокко	Бразилия
0,533220067	Мексика	Бразилия
0,034532906	Мозамбик	Бразилия
0,198445713	Монголия	Бразилия
-0,008062714	Мьянма	Бразилия
0,091746303	Намибия	Бразилия
0,40122708	Непал	Бразилия
0,027332653	Нигер	Бразилия
-0,003959799	Нигерия	Бразилия
0,417749787	Нидерланды	Бразилия
-0,011511766	Никарагуа	Бразилия
-0,051049166	Новая Зеландия	Бразилия
0,634426326	Норвегия	Бразилия
-0,006142405	Объединенная Республика Танзания	Бразилия
0,531326572	Объединенные Арабские Эмираты	Бразилия
0,303234524	Оман	Бразилия
0,538311088	Пакистан	Бразилия
0,504803318	Панама	Бразилия
0,07319133	Папуа-Новая Гвинея	Бразилия
0,498640488	Парагвай	Бразилия
0,567353335	Перу	Бразилия
0,56159117	Польша	Бразилия
0,529954535	Португалия	Бразилия
0,042284234	Республика Корея	Бразилия
0,658248513	Республика Молдова	Бразилия
0,494457341	Российская Федерация	Бразилия
0,065625774	Руанда	Бразилия
0,597946741	Румыния	Бразилия
0,082700102	Сальвадор	Бразилия
0,452808772	Саудовская Аравия	Бразилия
0,565464632	Северная Македония	Бразилия
0,14309994	Сенегал	Бразилия
0,525317931	Сербия	Бразилия
0,228274469	Сингапур	Бразилия
0,485537012	Словакия	Бразилия
0,653915805	Словения	Бразилия
0,153448349	Соединенное Королевство Великобритании и Северной Ирландии	Бразилия
0,328529462	Соединенные Штаты Америки	Бразилия
-0,152954615	Таджикистан	Бразилия
0,048019114	Таиланд	Бразилия
0,043209782	Того	Бразилия
0,269161299	Тринидад и Тобаго	Бразилия
0,590077959	Турция	Бразилия
0,02047001	Уганда	Бразилия
0,500953675	Украина	Бразилия
0,766460525	Уругвай	Бразилия
0,051984563	Фиджи	Бразилия
0,335093348	Филиппины	Бразилия
0,165246887	Финляндия	Бразилия
0,518565789	Франция	Бразилия
0,451466836	Хорватия	Бразилия
0,568466498	Чехия	Бразилия
0,649567924	Чили	Бразилия
0,340676038	Швейцария	Бразилия
0,552199797	Швеция	Бразилия
0,156999767	Шри-Ланка	Бразилия
0,554297223	Эквадор	Бразилия
0,652944266	Эстония	Бразилия
0,069242811	Южная Африка	Бразилия
0,248426534	Ямайка	Бразилия
0,480604943	Япония	Бразилия
1	Британская территория в Индийском океане	Британская территория в Индийском океане
1	Британские Виргинские острова	Британские Виргинские острова
1	Бруней-Даруссалам	Бруней-Даруссалам
0,106436553	Австралия	Буркина-Фасо
-0,054042626	Австрия	Буркина-Фасо
0,277255071	Ангола	Буркина-Фасо
0,1853128	Антигуа и Барбуда	Буркина-Фасо
0,197665064	Аргентина	Буркина-Фасо
0,328463248	Аруба	Буркина-Фасо
-0,111529213	Афганистан	Буркина-Фасо
0,143499666	Багамские Острова	Буркина-Фасо
-0,107496088	Бангладеш	Буркина-Фасо
0,055156526	Барбадос	Буркина-Фасо
-0,042260796	Бахрейн	Буркина-Фасо
0,055020414	Беларусь	Буркина-Фасо
0,131663901	Белиз	Буркина-Фасо
0,019752773	Бельгия	Буркина-Фасо
0,050588977	Бенин	Буркина-Фасо
0,115661888	Болгария	Буркина-Фасо
0,156894004	Боливия (Многонациональное Государство)	Буркина-Фасо
0,113539421	Босния и Герцеговина	Буркина-Фасо
-0,035941197	Ботсвана	Буркина-Фасо
0,022694607	Бразилия	Буркина-Фасо
1	Буркина-Фасо	Буркина-Фасо
0,028121446	Венгрия	Буркина-Фасо
-0,033215804	Венесуэла (Боливарианская Республика)	Буркина-Фасо
-0,061888782	Вьетнам	Буркина-Фасо
0,029340285	Габон	Буркина-Фасо
0,017652652	Гаити	Буркина-Фасо
0,159918353	Гана	Буркина-Фасо
-0,056613962	Гватемала	Буркина-Фасо
-0,012696035	Гвинея-Бисау	Буркина-Фасо
-0,045473854	Германия	Буркина-Фасо
-0,005930858	Гондурас	Буркина-Фасо
0,162492095	Греция	Буркина-Фасо
0,030238097	Грузия	Буркина-Фасо
0,079185864	Дания	Буркина-Фасо
0,297173216	Доминиканская Республика	Буркина-Фасо
0,076023213	Египет	Буркина-Фасо
0,258367467	Замбия	Буркина-Фасо
0,11915212	Зимбабве	Буркина-Фасо
0,080854775	Израиль	Буркина-Фасо
-0,012487429	Индия	Буркина-Фасо
-0,062509142	Индонезия	Буркина-Фасо
0,014908858	Иордания	Буркина-Фасо
-0,146043373	Ирак	Буркина-Фасо
0,265019047	Ирландия	Буркина-Фасо
0,153586051	Испания	Буркина-Фасо
0,184156502	Италия	Буркина-Фасо
-0,05986554	Йемен	Буркина-Фасо
0,230260815	Кабо-Верде	Буркина-Фасо
-0,010243276	Казахстан	Буркина-Фасо
-0,160766483	Камбоджа	Буркина-Фасо
0,018513269	Камерун	Буркина-Фасо
0,280787691	Канада	Буркина-Фасо
0,124203212	Катар	Буркина-Фасо
0,119415947	Кения	Буркина-Фасо
-0,068748761	Китай, Специальный административный район Гонконг	Буркина-Фасо
0,159512962	Колумбия	Буркина-Фасо
0,009095174	Коста-Рика	Буркина-Фасо
0,234553425	Кот-д'Ивуар	Буркина-Фасо
0,020620276	Кувейт	Буркина-Фасо
-0,060947372	Кыргызстан	Буркина-Фасо
0,048298461	Лаосская Народно-Демократическая Республика	Буркина-Фасо
0,001150644	Латвия	Буркина-Фасо
0,301020989	Ливан	Буркина-Фасо
-0,019489578	Ливия	Буркина-Фасо
0,104768643	Литва	Буркина-Фасо
0,135061293	Лихтенштейн	Буркина-Фасо
0,018009676	Люксембург	Буркина-Фасо
-0,041613031	Маврикий	Буркина-Фасо
-0,11567691	Малайзия	Буркина-Фасо
0,323413568	Мали	Буркина-Фасо
0,254560251	Мальта	Буркина-Фасо
0,105241626	Марокко	Буркина-Фасо
0,143329345	Мексика	Буркина-Фасо
0,274445001	Мозамбик	Буркина-Фасо
-0,017125294	Монголия	Буркина-Фасо
-0,058987622	Мьянма	Буркина-Фасо
0,030133146	Намибия	Буркина-Фасо
-0,070147031	Непал	Буркина-Фасо
0,464034004	Нигер	Буркина-Фасо
0,278595776	Нигерия	Буркина-Фасо
0,02751552	Нидерланды	Буркина-Фасо
0,006534725	Никарагуа	Буркина-Фасо
-0,112159629	Новая Зеландия	Буркина-Фасо
0,052588719	Норвегия	Буркина-Фасо
-0,007340015	Объединенная Республика Танзания	Буркина-Фасо
0,257137033	Объединенные Арабские Эмираты	Буркина-Фасо
-0,095081013	Оман	Буркина-Фасо
0,00736448	Пакистан	Буркина-Фасо
0,176086466	Панама	Буркина-Фасо
-0,053509635	Папуа-Новая Гвинея	Буркина-Фасо
-0,005552536	Парагвай	Буркина-Фасо
0,055097227	Перу	Буркина-Фасо
0,098825999	Польша	Буркина-Фасо
0,124414427	Португалия	Буркина-Фасо
-0,099702539	Республика Корея	Буркина-Фасо
0,094254891	Республика Молдова	Буркина-Фасо
-0,004084687	Российская Федерация	Буркина-Фасо
0,139989163	Руанда	Буркина-Фасо
0,056606115	Румыния	Буркина-Фасо
-0,002426723	Сальвадор	Буркина-Фасо
-0,032405846	Саудовская Аравия	Буркина-Фасо
0,17196638	Северная Македония	Буркина-Фасо
0,145787996	Сенегал	Буркина-Фасо
0,147447496	Сербия	Буркина-Фасо
-0,100284586	Сингапур	Буркина-Фасо
0,111168418	Словакия	Буркина-Фасо
0,108233765	Словения	Буркина-Фасо
0,273847506	Соединенное Королевство Великобритании и Северной Ирландии	Буркина-Фасо
0,324018927	Соединенные Штаты Америки	Буркина-Фасо
-0,075488447	Таджикистан	Буркина-Фасо
-0,129707701	Таиланд	Буркина-Фасо
0,15811121	Того	Буркина-Фасо
0,013714633	Тринидад и Тобаго	Буркина-Фасо
0,115792689	Турция	Буркина-Фасо
0,051911944	Уганда	Буркина-Фасо
0,039632795	Украина	Буркина-Фасо
0,066330866	Уругвай	Буркина-Фасо
-0,014528651	Фиджи	Буркина-Фасо
0,054216825	Филиппины	Буркина-Фасо
0,050474368	Финляндия	Буркина-Фасо
0,162658257	Франция	Буркина-Фасо
0,202673718	Хорватия	Буркина-Фасо
0,150241362	Чехия	Буркина-Фасо
-0,079699262	Чили	Буркина-Фасо
0,03501102	Швейцария	Буркина-Фасо
0,187258644	Швеция	Буркина-Фасо
-0,045324151	Шри-Ланка	Буркина-Фасо
0,072417795	Эквадор	Буркина-Фасо
0,030370251	Эстония	Буркина-Фасо
0,174314064	Южная Африка	Буркина-Фасо
0,136839322	Ямайка	Буркина-Фасо
-0,109480088	Япония	Буркина-Фасо
1	Бурунди	Бурунди
1	Бутан	Бутан
1	Вануату	Вануату
0,228974115	Австралия	Венгрия
0,364945267	Австрия	Венгрия
0,033838736	Ангола	Венгрия
0,199853161	Антигуа и Барбуда	Венгрия
0,322703724	Аргентина	Венгрия
0,123159356	Аруба	Венгрия
-0,050632345	Афганистан	Венгрия
0,017272994	Багамские Острова	Венгрия
0,188113744	Бангладеш	Венгрия
0,347634225	Барбадос	Венгрия
0,412295316	Бахрейн	Венгрия
0,338199398	Беларусь	Венгрия
0,484415732	Белиз	Венгрия
0,785577026	Бельгия	Венгрия
-0,035036786	Бенин	Венгрия
0,689278913	Болгария	Венгрия
0,255795849	Боливия (Многонациональное Государство)	Венгрия
0,663863438	Босния и Герцеговина	Венгрия
0,084611573	Ботсвана	Венгрия
0,366225626	Бразилия	Венгрия
0,028121446	Буркина-Фасо	Венгрия
1	Венгрия	Венгрия
0,154400948	Венесуэла (Боливарианская Республика)	Венгрия
0,033015897	Вьетнам	Венгрия
0,163605593	Габон	Венгрия
0,147378607	Гаити	Венгрия
-0,055736479	Гана	Венгрия
0,043621494	Гватемала	Венгрия
0,024986856	Гвинея-Бисау	Венгрия
0,278733474	Германия	Венгрия
-0,045705892	Гондурас	Венгрия
0,376036758	Греция	Венгрия
0,410130231	Грузия	Венгрия
0,492708837	Дания	Венгрия
0,24259916	Доминиканская Республика	Венгрия
0,361778165	Египет	Венгрия
-0,018339538	Замбия	Венгрия
0,014862339	Зимбабве	Венгрия
0,470793844	Израиль	Венгрия
0,162775937	Индия	Венгрия
0,040341938	Индонезия	Венгрия
0,616084876	Иордания	Венгрия
0,086913131	Ирак	Венгрия
0,303897116	Ирландия	Венгрия
0,505745118	Испания	Венгрия
0,349341825	Италия	Венгрия
0,300424816	Йемен	Венгрия
0,080055283	Кабо-Верде	Венгрия
0,122799838	Казахстан	Венгрия
-0,147982402	Камбоджа	Венгрия
0,135161594	Камерун	Венгрия
0,362140059	Канада	Венгрия
0,251153137	Катар	Венгрия
0,070846189	Кения	Венгрия
0,006065062	Китай, Специальный административный район Гонконг	Венгрия
0,086784006	Колумбия	Венгрия
0,37940438	Коста-Рика	Венгрия
0,040974675	Кот-д'Ивуар	Венгрия
0,446476284	Кувейт	Венгрия
-0,060765363	Кыргызстан	Венгрия
0,203598582	Лаосская Народно-Демократическая Республика	Венгрия
0,335402001	Латвия	Венгрия
0,491230391	Ливан	Венгрия
0,331032189	Ливия	Венгрия
0,437375645	Литва	Венгрия
0,443044038	Лихтенштейн	Венгрия
0,663442382	Люксембург	Венгрия
0,187554395	Маврикий	Венгрия
0,013950006	Малайзия	Венгрия
0,196079658	Мали	Венгрия
0,176982534	Мальта	Венгрия
0,073465065	Марокко	Венгрия
0,197160232	Мексика	Венгрия
-0,024780695	Мозамбик	Венгрия
0,195348967	Монголия	Венгрия
-0,084899035	Мьянма	Венгрия
-0,098049242	Намибия	Венгрия
0,102274589	Непал	Венгрия
0,136070152	Нигер	Венгрия
-0,07220682	Нигерия	Венгрия
0,502458967	Нидерланды	Венгрия
-0,093393561	Никарагуа	Венгрия
0,001517974	Новая Зеландия	Венгрия
0,538879138	Норвегия	Венгрия
0,000659677	Объединенная Республика Танзания	Венгрия
0,181407444	Объединенные Арабские Эмираты	Венгрия
0,091496781	Оман	Венгрия
0,214649169	Пакистан	Венгрия
0,222786072	Панама	Венгрия
0,177974472	Папуа-Новая Гвинея	Венгрия
0,504811285	Парагвай	Венгрия
0,265344113	Перу	Венгрия
0,632296011	Польша	Венгрия
0,422249943	Португалия	Венгрия
0,030056561	Республика Корея	Венгрия
0,557706209	Республика Молдова	Венгрия
0,403939452	Российская Федерация	Венгрия
-0,067841332	Руанда	Венгрия
0,473755697	Румыния	Венгрия
0,102400785	Сальвадор	Венгрия
0,154427295	Саудовская Аравия	Венгрия
0,45163225	Северная Македония	Венгрия
-0,066568937	Сенегал	Венгрия
0,517990851	Сербия	Венгрия
0,18419149	Сингапур	Венгрия
0,425600315	Словакия	Венгрия
0,512648833	Словения	Венгрия
0,328721262	Соединенное Королевство Великобритании и Северной Ирландии	Венгрия
0,469990201	Соединенные Штаты Америки	Венгрия
-0,183501867	Таджикистан	Венгрия
0,021423212	Таиланд	Венгрия
0,055578757	Того	Венгрия
0,286873977	Тринидад и Тобаго	Венгрия
0,523626872	Турция	Венгрия
-0,025606754	Уганда	Венгрия
0,528903391	Украина	Венгрия
0,452016781	Уругвай	Венгрия
-0,006966548	Фиджи	Венгрия
0,173915543	Филиппины	Венгрия
0,296417234	Финляндия	Венгрия
0,334805575	Франция	Венгрия
0,443535175	Хорватия	Венгрия
0,528193081	Чехия	Венгрия
0,375821924	Чили	Венгрия
0,674938844	Швейцария	Венгрия
0,292004332	Швеция	Венгрия
-0,041086553	Шри-Ланка	Венгрия
0,332121781	Эквадор	Венгрия
0,473225105	Эстония	Венгрия
-0,120553995	Южная Африка	Венгрия
0,230842052	Ямайка	Венгрия
0,269265471	Япония	Венгрия
-0,074132968	Австралия	Венесуэла (Боливарианская Республика)
0,058953645	Австрия	Венесуэла (Боливарианская Республика)
0,150327992	Ангола	Венесуэла (Боливарианская Республика)
0,323954395	Антигуа и Барбуда	Венесуэла (Боливарианская Республика)
0,361402147	Аргентина	Венесуэла (Боливарианская Республика)
0,030890596	Аруба	Венесуэла (Боливарианская Республика)
0,267678014	Афганистан	Венесуэла (Боливарианская Республика)
0,162961544	Багамские Острова	Венесуэла (Боливарианская Республика)
0,421983503	Бангладеш	Венесуэла (Боливарианская Республика)
0,168640958	Барбадос	Венесуэла (Боливарианская Республика)
0,337963525	Бахрейн	Венесуэла (Боливарианская Республика)
0,24300727	Беларусь	Венесуэла (Боливарианская Республика)
0,206361204	Белиз	Венесуэла (Боливарианская Республика)
0,166565771	Бельгия	Венесуэла (Боливарианская Республика)
0,062382648	Бенин	Венесуэла (Боливарианская Республика)
0,285084249	Болгария	Венесуэла (Боливарианская Республика)
0,282362148	Боливия (Многонациональное Государство)	Венесуэла (Боливарианская Республика)
0,207596436	Босния и Герцеговина	Венесуэла (Боливарианская Республика)
0,070539397	Ботсвана	Венесуэла (Боливарианская Республика)
0,448273847	Бразилия	Венесуэла (Боливарианская Республика)
-0,033215804	Буркина-Фасо	Венесуэла (Боливарианская Республика)
0,154400948	Венгрия	Венесуэла (Боливарианская Республика)
1	Венесуэла (Боливарианская Республика)	Венесуэла (Боливарианская Республика)
-0,126510879	Вьетнам	Венесуэла (Боливарианская Республика)
0,09015611	Габон	Венесуэла (Боливарианская Республика)
0,126889793	Гаити	Венесуэла (Боливарианская Республика)
-0,040556242	Гана	Венесуэла (Боливарианская Республика)
0,397417753	Гватемала	Венесуэла (Боливарианская Республика)
0,079968774	Гвинея-Бисау	Венесуэла (Боливарианская Республика)
-0,007083591	Германия	Венесуэла (Боливарианская Республика)
0,182317373	Гондурас	Венесуэла (Боливарианская Республика)
0,03467851	Греция	Венесуэла (Боливарианская Республика)
0,340757095	Грузия	Венесуэла (Боливарианская Республика)
0,251927136	Дания	Венесуэла (Боливарианская Республика)
0,278631922	Доминиканская Республика	Венесуэла (Боливарианская Республика)
0,180457624	Египет	Венесуэла (Боливарианская Республика)
0,116528889	Замбия	Венесуэла (Боливарианская Республика)
0,05524495	Зимбабве	Венесуэла (Боливарианская Республика)
0,289319304	Израиль	Венесуэла (Боливарианская Республика)
0,468275008	Индия	Венесуэла (Боливарианская Республика)
0,213459862	Индонезия	Венесуэла (Боливарианская Республика)
0,221074506	Иордания	Венесуэла (Боливарианская Республика)
0,527740017	Ирак	Венесуэла (Боливарианская Республика)
-0,002010616	Ирландия	Венесуэла (Боливарианская Республика)
0,081549106	Испания	Венесуэла (Боливарианская Республика)
0,08730993	Италия	Венесуэла (Боливарианская Республика)
0,291258594	Йемен	Венесуэла (Боливарианская Республика)
0,123917955	Кабо-Верде	Венесуэла (Боливарианская Республика)
0,313254514	Казахстан	Венесуэла (Боливарианская Республика)
0,422481197	Камбоджа	Венесуэла (Боливарианская Республика)
0,108603176	Камерун	Венесуэла (Боливарианская Республика)
0,041819748	Канада	Венесуэла (Боливарианская Республика)
0,105172806	Катар	Венесуэла (Боливарианская Республика)
0,106769417	Кения	Венесуэла (Боливарианская Республика)
-0,102703292	Китай, Специальный административный район Гонконг	Венесуэла (Боливарианская Республика)
0,444655045	Колумбия	Венесуэла (Боливарианская Республика)
0,305463837	Коста-Рика	Венесуэла (Боливарианская Республика)
-0,034259274	Кот-д'Ивуар	Венесуэла (Боливарианская Республика)
0,435244302	Кувейт	Венесуэла (Боливарианская Республика)
0,165403602	Кыргызстан	Венесуэла (Боливарианская Республика)
-0,01175088	Лаосская Народно-Демократическая Республика	Венесуэла (Боливарианская Республика)
0,213009475	Латвия	Венесуэла (Боливарианская Республика)
0,275317754	Ливан	Венесуэла (Боливарианская Республика)
0,326277309	Ливия	Венесуэла (Боливарианская Республика)
0,276849223	Литва	Венесуэла (Боливарианская Республика)
0,052992315	Лихтенштейн	Венесуэла (Боливарианская Республика)
0,04502979	Люксембург	Венесуэла (Боливарианская Республика)
0,068250198	Маврикий	Венесуэла (Боливарианская Республика)
0,15700501	Малайзия	Венесуэла (Боливарианская Республика)
0,034125513	Мали	Венесуэла (Боливарианская Республика)
-0,121641935	Мальта	Венесуэла (Боливарианская Республика)
0,232911834	Марокко	Венесуэла (Боливарианская Республика)
0,274819187	Мексика	Венесуэла (Боливарианская Республика)
0,051764027	Мозамбик	Венесуэла (Боливарианская Республика)
0,478790935	Монголия	Венесуэла (Боливарианская Республика)
0,201536519	Мьянма	Венесуэла (Боливарианская Республика)
0,172106644	Намибия	Венесуэла (Боливарианская Республика)
0,422262475	Непал	Венесуэла (Боливарианская Республика)
-0,077145038	Нигер	Венесуэла (Боливарианская Республика)
-0,104519294	Нигерия	Венесуэла (Боливарианская Республика)
0,128503754	Нидерланды	Венесуэла (Боливарианская Республика)
0,087995006	Никарагуа	Венесуэла (Боливарианская Республика)
-0,238100606	Новая Зеландия	Венесуэла (Боливарианская Республика)
0,261366686	Норвегия	Венесуэла (Боливарианская Республика)
-0,029928081	Объединенная Республика Танзания	Венесуэла (Боливарианская Республика)
0,235123997	Объединенные Арабские Эмираты	Венесуэла (Боливарианская Республика)
0,260916006	Оман	Венесуэла (Боливарианская Республика)
0,357785965	Пакистан	Венесуэла (Боливарианская Республика)
0,237970518	Панама	Венесуэла (Боливарианская Республика)
0,217777665	Папуа-Новая Гвинея	Венесуэла (Боливарианская Республика)
0,299104745	Парагвай	Венесуэла (Боливарианская Республика)
0,333085531	Перу	Венесуэла (Боливарианская Республика)
0,249567865	Польша	Венесуэла (Боливарианская Республика)
0,169485843	Португалия	Венесуэла (Боливарианская Республика)
-0,187676418	Республика Корея	Венесуэла (Боливарианская Республика)
0,373231814	Республика Молдова	Венесуэла (Боливарианская Республика)
0,223594349	Российская Федерация	Венесуэла (Боливарианская Республика)
0,192833195	Руанда	Венесуэла (Боливарианская Республика)
0,367119437	Румыния	Венесуэла (Боливарианская Республика)
0,134338997	Сальвадор	Венесуэла (Боливарианская Республика)
0,159541776	Саудовская Аравия	Венесуэла (Боливарианская Республика)
0,286673448	Северная Македония	Венесуэла (Боливарианская Республика)
0,098134356	Сенегал	Венесуэла (Боливарианская Республика)
0,325295318	Сербия	Венесуэла (Боливарианская Республика)
-0,019687277	Сингапур	Венесуэла (Боливарианская Республика)
0,129545536	Словакия	Венесуэла (Боливарианская Республика)
0,3309488	Словения	Венесуэла (Боливарианская Республика)
0,066862866	Соединенное Королевство Великобритании и Северной Ирландии	Венесуэла (Боливарианская Республика)
0,129546935	Соединенные Штаты Америки	Венесуэла (Боливарианская Республика)
-0,188368649	Таджикистан	Венесуэла (Боливарианская Республика)
0,078363634	Таиланд	Венесуэла (Боливарианская Республика)
0,077179612	Того	Венесуэла (Боливарианская Республика)
0,24400805	Тринидад и Тобаго	Венесуэла (Боливарианская Республика)
0,390123213	Турция	Венесуэла (Боливарианская Республика)
0,127173334	Уганда	Венесуэла (Боливарианская Республика)
0,324487474	Украина	Венесуэла (Боливарианская Республика)
0,417167997	Уругвай	Венесуэла (Боливарианская Республика)
0,201418091	Фиджи	Венесуэла (Боливарианская Республика)
0,515147743	Филиппины	Венесуэла (Боливарианская Республика)
-0,039582143	Финляндия	Венесуэла (Боливарианская Республика)
0,192237431	Франция	Венесуэла (Боливарианская Республика)
0,297944436	Хорватия	Венесуэла (Боливарианская Республика)
0,219387898	Чехия	Венесуэла (Боливарианская Республика)
0,216525165	Чили	Венесуэла (Боливарианская Республика)
0,0597123	Швейцария	Венесуэла (Боливарианская Республика)
0,168731721	Швеция	Венесуэла (Боливарианская Республика)
0,334494281	Шри-Ланка	Венесуэла (Боливарианская Республика)
0,302553743	Эквадор	Венесуэла (Боливарианская Республика)
0,276016942	Эстония	Венесуэла (Боливарианская Республика)
0,050402943	Южная Африка	Венесуэла (Боливарианская Республика)
0,289687764	Ямайка	Венесуэла (Боливарианская Республика)
0,081847697	Япония	Венесуэла (Боливарианская Республика)
