Пирсон	Поле1	Поле2
0,579161474	Того	Кения
0,075458431	Тринидад и Тобаго	Кения
0,157127016	Турция	Кения
0,176507243	Уганда	Кения
-0,009778335	Украина	Кения
0,070932423	Уругвай	Кения
0,270115459	Фиджи	Кения
0,263251552	Филиппины	Кения
0,023283334	Финляндия	Кения
0,171817119	Франция	Кения
0,215709238	Хорватия	Кения
0,007491065	Чехия	Кения
-0,163611525	Чили	Кения
0,031506603	Швейцария	Кения
0,111998325	Швеция	Кения
0,213094037	Шри-Ланка	Кения
0,093569052	Эквадор	Кения
-0,071421939	Эстония	Кения
0,313467097	Южная Африка	Кения
0,30021534	Ямайка	Кения
-0,204509657	Япония	Кения
1	Кипр	Кипр
1	Кирибати	Кирибати
1	Китай	Китай
0,227199456	Австралия	Китай, Специальный административный район Гонконг
0,549782109	Австрия	Китай, Специальный административный район Гонконг
-0,079780024	Ангола	Китай, Специальный административный район Гонконг
-0,038451905	Антигуа и Барбуда	Китай, Специальный административный район Гонконг
-0,056629755	Аргентина	Китай, Специальный административный район Гонконг
-0,061277195	Аруба	Китай, Специальный административный район Гонконг
-0,021419817	Афганистан	Китай, Специальный административный район Гонконг
-0,072333819	Багамские Острова	Китай, Специальный административный район Гонконг
-0,107819298	Бангладеш	Китай, Специальный административный район Гонконг
0,062930962	Барбадос	Китай, Специальный административный район Гонконг
0,180233019	Бахрейн	Китай, Специальный административный район Гонконг
0,162925701	Беларусь	Китай, Специальный административный район Гонконг
-0,046180496	Белиз	Китай, Специальный административный район Гонконг
0,041030398	Бельгия	Китай, Специальный административный район Гонконг
-0,024733303	Бенин	Китай, Специальный административный район Гонконг
0,033902745	Болгария	Китай, Специальный административный район Гонконг
-0,072523748	Боливия (Многонациональное Государство)	Китай, Специальный административный район Гонконг
-0,077707954	Босния и Герцеговина	Китай, Специальный административный район Гонконг
-0,012891816	Ботсвана	Китай, Специальный административный район Гонконг
0,042482469	Бразилия	Китай, Специальный административный район Гонконг
-0,068748761	Буркина-Фасо	Китай, Специальный административный район Гонконг
0,006065062	Венгрия	Китай, Специальный административный район Гонконг
-0,102703292	Венесуэла (Боливарианская Республика)	Китай, Специальный административный район Гонконг
0,688366187	Вьетнам	Китай, Специальный административный район Гонконг
-0,07398552	Габон	Китай, Специальный административный район Гонконг
-0,083794073	Гаити	Китай, Специальный административный район Гонконг
-0,07098739	Гана	Китай, Специальный административный район Гонконг
0,15143156	Гватемала	Китай, Специальный административный район Гонконг
-0,049773697	Гвинея-Бисау	Китай, Специальный административный район Гонконг
0,459136619	Германия	Китай, Специальный административный район Гонконг
-0,042761264	Гондурас	Китай, Специальный административный район Гонконг
0,343877325	Греция	Китай, Специальный административный район Гонконг
0,048128446	Грузия	Китай, Специальный административный район Гонконг
0,208721275	Дания	Китай, Специальный административный район Гонконг
-0,104464184	Доминиканская Республика	Китай, Специальный административный район Гонконг
0,118699097	Египет	Китай, Специальный административный район Гонконг
-0,061269171	Замбия	Китай, Специальный административный район Гонконг
0,015541377	Зимбабве	Китай, Специальный административный район Гонконг
0,040419213	Израиль	Китай, Специальный административный район Гонконг
-0,107079157	Индия	Китай, Специальный административный район Гонконг
0,289940083	Индонезия	Китай, Специальный административный район Гонконг
0,053861994	Иордания	Китай, Специальный административный район Гонконг
-0,139751946	Ирак	Китай, Специальный административный район Гонконг
0,090782544	Ирландия	Китай, Специальный административный район Гонконг
0,008246766	Испания	Китай, Специальный административный район Гонконг
0,148005454	Италия	Китай, Специальный административный район Гонконг
-0,097495281	Йемен	Китай, Специальный административный район Гонконг
-0,090843394	Кабо-Верде	Китай, Специальный административный район Гонконг
-0,083888314	Казахстан	Китай, Специальный административный район Гонконг
0,081422211	Камбоджа	Китай, Специальный административный район Гонконг
-0,037900233	Камерун	Китай, Специальный административный район Гонконг
0,03027056	Канада	Китай, Специальный административный район Гонконг
-0,073542656	Катар	Китай, Специальный административный район Гонконг
-0,141027231	Кения	Китай, Специальный административный район Гонконг
1	Китай, Специальный административный район Гонконг	Китай, Специальный административный район Гонконг
-0,152669337	Колумбия	Китай, Специальный административный район Гонконг
0,028487387	Коста-Рика	Китай, Специальный административный район Гонконг
-0,094398288	Кот-д'Ивуар	Китай, Специальный административный район Гонконг
-0,053172466	Кувейт	Китай, Специальный административный район Гонконг
-0,086106806	Кыргызстан	Китай, Специальный административный район Гонконг
0,113196157	Лаосская Народно-Демократическая Республика	Китай, Специальный административный район Гонконг
0,475529581	Латвия	Китай, Специальный административный район Гонконг
0,007300204	Ливан	Китай, Специальный административный район Гонконг
-0,032673501	Ливия	Китай, Специальный административный район Гонконг
0,286417825	Литва	Китай, Специальный административный район Гонконг
0,518517873	Лихтенштейн	Китай, Специальный административный район Гонконг
0,154593441	Люксембург	Китай, Специальный административный район Гонконг
0,131257666	Маврикий	Китай, Специальный административный район Гонконг
0,541280683	Малайзия	Китай, Специальный административный район Гонконг
-0,078485785	Мали	Китай, Специальный административный район Гонконг
0,052200124	Мальта	Китай, Специальный административный район Гонконг
-0,115129403	Марокко	Китай, Специальный административный район Гонконг
0,005707663	Мексика	Китай, Специальный административный район Гонконг
-0,091752732	Мозамбик	Китай, Специальный административный район Гонконг
-0,046456811	Монголия	Китай, Специальный административный район Гонконг
0,098667719	Мьянма	Китай, Специальный административный район Гонконг
-0,090552969	Намибия	Китай, Специальный административный район Гонконг
-0,109898674	Непал	Китай, Специальный административный район Гонконг
-0,083202284	Нигер	Китай, Специальный административный район Гонконг
-0,12124879	Нигерия	Китай, Специальный административный район Гонконг
0,376210944	Нидерланды	Китай, Специальный административный район Гонконг
-0,024449524	Никарагуа	Китай, Специальный административный район Гонконг
0,6662716	Новая Зеландия	Китай, Специальный административный район Гонконг
0,288549978	Норвегия	Китай, Специальный административный район Гонконг
-0,008623541	Объединенная Республика Танзания	Китай, Специальный административный район Гонконг
-0,12248789	Объединенные Арабские Эмираты	Китай, Специальный административный район Гонконг
-0,016668309	Оман	Китай, Специальный административный район Гонконг
-0,122311209	Пакистан	Китай, Специальный административный район Гонконг
-0,068444397	Панама	Китай, Специальный административный район Гонконг
-0,003147413	Папуа-Новая Гвинея	Китай, Специальный административный район Гонконг
-0,045948167	Парагвай	Китай, Специальный административный район Гонконг
-0,060693537	Перу	Китай, Специальный административный район Гонконг
0,073476713	Польша	Китай, Специальный административный район Гонконг
0,107155087	Португалия	Китай, Специальный административный район Гонконг
0,632199031	Республика Корея	Китай, Специальный административный район Гонконг
-0,027546467	Республика Молдова	Китай, Специальный административный район Гонконг
0,332345717	Российская Федерация	Китай, Специальный административный район Гонконг
-0,097305953	Руанда	Китай, Специальный административный район Гонконг
0,0583406	Румыния	Китай, Специальный административный район Гонконг
0,087212638	Сальвадор	Китай, Специальный административный район Гонконг
-0,089313526	Саудовская Аравия	Китай, Специальный административный район Гонконг
-0,010907747	Северная Македония	Китай, Специальный административный район Гонконг
-0,105073113	Сенегал	Китай, Специальный административный район Гонконг
-0,006809355	Сербия	Китай, Специальный административный район Гонконг
0,619589737	Сингапур	Китай, Специальный административный район Гонконг
0,353748118	Словакия	Китай, Специальный административный район Гонконг
0,070671673	Словения	Китай, Специальный административный район Гонконг
0,155939868	Соединенное Королевство Великобритании и Северной Ирландии	Китай, Специальный административный район Гонконг
-0,074312888	Соединенные Штаты Америки	Китай, Специальный административный район Гонконг
-0,126977734	Таджикистан	Китай, Специальный административный район Гонконг
0,411492515	Таиланд	Китай, Специальный административный район Гонконг
-0,081800064	Того	Китай, Специальный административный район Гонконг
0,148840597	Тринидад и Тобаго	Китай, Специальный административный район Гонконг
0,189043587	Турция	Китай, Специальный административный район Гонконг
-0,044024955	Уганда	Китай, Специальный административный район Гонконг
0,342908827	Украина	Китай, Специальный административный район Гонконг
0,072666412	Уругвай	Китай, Специальный административный район Гонконг
-0,049592296	Фиджи	Китай, Специальный административный район Гонконг
-0,107855333	Филиппины	Китай, Специальный административный район Гонконг
0,234653304	Финляндия	Китай, Специальный административный район Гонконг
0,093320439	Франция	Китай, Специальный административный район Гонконг
0,011681423	Хорватия	Китай, Специальный административный район Гонконг
0,086218313	Чехия	Китай, Специальный административный район Гонконг
0,407347472	Чили	Китай, Специальный административный район Гонконг
0,275636518	Швейцария	Китай, Специальный административный район Гонконг
-0,024470879	Швеция	Китай, Специальный административный район Гонконг
-0,01451908	Шри-Ланка	Китай, Специальный административный район Гонконг
0,014438339	Эквадор	Китай, Специальный административный район Гонконг
0,322169222	Эстония	Китай, Специальный административный район Гонконг
-0,110559438	Южная Африка	Китай, Специальный административный район Гонконг
-0,098635251	Ямайка	Китай, Специальный административный район Гонконг
0,43724325	Япония	Китай, Специальный административный район Гонконг
1	Китай, Специальный административный район Макао	Китай, Специальный административный район Макао
1	Кокосовых (Килинг) островов	Кокосовых (Килинг) островов
0,072628789	Австралия	Колумбия
-0,073770762	Австрия	Колумбия
0,201145506	Ангола	Колумбия
0,073506189	Антигуа и Барбуда	Колумбия
0,667679971	Аргентина	Колумбия
0,252364623	Аруба	Колумбия
0,612888533	Афганистан	Колумбия
0,229200013	Багамские Острова	Колумбия
0,431798234	Бангладеш	Колумбия
-0,03484301	Барбадос	Колумбия
0,303422333	Бахрейн	Колумбия
0,019347672	Беларусь	Колумбия
0,20450583	Белиз	Колумбия
0,147568015	Бельгия	Колумбия
-0,063877334	Бенин	Колумбия
0,14222451	Болгария	Колумбия
0,519612288	Боливия (Многонациональное Государство)	Колумбия
0,17634875	Босния и Герцеговина	Колумбия
0,037016208	Ботсвана	Колумбия
0,528257848	Бразилия	Колумбия
0,159512962	Буркина-Фасо	Колумбия
0,086784006	Венгрия	Колумбия
0,444655045	Венесуэла (Боливарианская Республика)	Колумбия
-0,192358073	Вьетнам	Колумбия
0,014322488	Габон	Колумбия
0,240520104	Гаити	Колумбия
0,024682342	Гана	Колумбия
0,18216179	Гватемала	Колумбия
0,028355787	Гвинея-Бисау	Колумбия
-0,114712193	Германия	Колумбия
0,204167138	Гондурас	Колумбия
0,060168087	Греция	Колумбия
0,104234394	Грузия	Колумбия
0,190804421	Дания	Колумбия
0,590372054	Доминиканская Республика	Колумбия
0,142345698	Египет	Колумбия
0,538356045	Замбия	Колумбия
0,115946004	Зимбабве	Колумбия
0,224740896	Израиль	Колумбия
0,610089468	Индия	Колумбия
0,219422374	Индонезия	Колумбия
0,067056526	Иордания	Колумбия
0,467144394	Ирак	Колумбия
0,139739518	Ирландия	Колумбия
0,247798172	Испания	Колумбия
0,234738355	Италия	Колумбия
0,026969756	Йемен	Колумбия
0,408180702	Кабо-Верде	Колумбия
0,293087357	Казахстан	Колумбия
0,401416879	Камбоджа	Колумбия
0,035126752	Камерун	Колумбия
0,243550703	Канада	Колумбия
0,317880125	Катар	Колумбия
0,232237736	Кения	Колумбия
-0,152669337	Китай, Специальный административный район Гонконг	Колумбия
1	Колумбия	Колумбия
0,258885523	Коста-Рика	Колумбия
0,071241113	Кот-д'Ивуар	Колумбия
0,610136174	Кувейт	Колумбия
0,364009056	Кыргызстан	Колумбия
-0,198717019	Лаосская Народно-Демократическая Республика	Колумбия
0,015540108	Латвия	Колумбия
0,353835865	Ливан	Колумбия
0,148069202	Ливия	Колумбия
0,103587316	Литва	Колумбия
0,008413992	Лихтенштейн	Колумбия
0,113534389	Люксембург	Колумбия
-0,048084004	Маврикий	Колумбия
-0,121717032	Малайзия	Колумбия
0,283489063	Мали	Колумбия
0,050920388	Мальта	Колумбия
0,246441541	Марокко	Колумбия
0,294700057	Мексика	Колумбия
0,269343393	Мозамбик	Колумбия
0,120232129	Монголия	Колумбия
0,039991054	Мьянма	Колумбия
0,494952975	Намибия	Колумбия
0,55642007	Непал	Колумбия
0,179287127	Нигер	Колумбия
0,050315003	Нигерия	Колумбия
0,080933713	Нидерланды	Колумбия
-0,049871948	Никарагуа	Колумбия
-0,2670393	Новая Зеландия	Колумбия
0,144657174	Норвегия	Колумбия
-0,021575624	Объединенная Республика Танзания	Колумбия
0,625656808	Объединенные Арабские Эмираты	Колумбия
0,388367748	Оман	Колумбия
0,324062777	Пакистан	Колумбия
0,408824747	Панама	Колумбия
-0,036643758	Папуа-Новая Гвинея	Колумбия
0,447013816	Парагвай	Колумбия
0,412068221	Перу	Колумбия
0,144403547	Польша	Колумбия
0,238896207	Португалия	Колумбия
-0,239189707	Республика Корея	Колумбия
0,118998375	Республика Молдова	Колумбия
0,022335511	Российская Федерация	Колумбия
0,387111809	Руанда	Колумбия
0,09593682	Румыния	Колумбия
0,037540382	Сальвадор	Колумбия
0,350022098	Саудовская Аравия	Колумбия
0,204331914	Северная Македония	Колумбия
0,321111188	Сенегал	Колумбия
0,156475042	Сербия	Колумбия
-0,203565962	Сингапур	Колумбия
-0,055781682	Словакия	Колумбия
0,215582564	Словения	Колумбия
0,120726474	Соединенное Королевство Великобритании и Северной Ирландии	Колумбия
0,332524151	Соединенные Штаты Америки	Колумбия
-0,129987037	Таджикистан	Колумбия
-0,18813043	Таиланд	Колумбия
0,124234673	Того	Колумбия
0,143577495	Тринидад и Тобаго	Колумбия
0,212727067	Турция	Колумбия
0,210582358	Уганда	Колумбия
0,01172995	Украина	Колумбия
0,524812189	Уругвай	Колумбия
0,252563861	Фиджи	Колумбия
0,419489417	Филиппины	Колумбия
0,002427992	Финляндия	Колумбия
0,259490763	Франция	Колумбия
0,219345705	Хорватия	Колумбия
0,114140527	Чехия	Колумбия
0,144052866	Чили	Колумбия
0,091683366	Швейцария	Колумбия
0,248719549	Швеция	Колумбия
0,247271607	Шри-Ланка	Колумбия
0,396870195	Эквадор	Колумбия
0,064818336	Эстония	Колумбия
0,350484748	Южная Африка	Колумбия
0,231245511	Ямайка	Колумбия
-0,073857249	Япония	Колумбия
1	Коморские Острова	Коморские Острова
1	Конго	Конго
1	Корейская Народно-Демократическая Республика	Корейская Народно-Демократическая Республика
0,278423085	Австралия	Коста-Рика
0,244670735	Австрия	Коста-Рика
0,141681325	Ангола	Коста-Рика
0,20038242	Антигуа и Барбуда	Коста-Рика
0,456938796	Аргентина	Коста-Рика
0,17337317	Аруба	Коста-Рика
0,20028358	Афганистан	Коста-Рика
0,213376126	Багамские Острова	Коста-Рика
0,353950924	Бангладеш	Коста-Рика
0,331580282	Барбадос	Коста-Рика
0,482987426	Бахрейн	Коста-Рика
0,25432886	Беларусь	Коста-Рика
0,509167535	Белиз	Коста-Рика
0,430807521	Бельгия	Коста-Рика
0,140577584	Бенин	Коста-Рика
0,499004369	Болгария	Коста-Рика
0,244140656	Боливия (Многонациональное Государство)	Коста-Рика
0,432046699	Босния и Герцеговина	Коста-Рика
0,172014719	Ботсвана	Коста-Рика
0,45537082	Бразилия	Коста-Рика
0,009095174	Буркина-Фасо	Коста-Рика
0,37940438	Венгрия	Коста-Рика
0,305463837	Венесуэла (Боливарианская Республика)	Коста-Рика
0,027842014	Вьетнам	Коста-Рика
0,073145206	Габон	Коста-Рика
0,217771377	Гаити	Коста-Рика
-0,038424438	Гана	Коста-Рика
0,375497182	Гватемала	Коста-Рика
0,194781145	Гвинея-Бисау	Коста-Рика
0,219770102	Германия	Коста-Рика
0,224718723	Гондурас	Коста-Рика
0,335427751	Греция	Коста-Рика
0,408013781	Грузия	Коста-Рика
0,458692327	Дания	Коста-Рика
0,270415169	Доминиканская Республика	Коста-Рика
0,248321167	Египет	Коста-Рика
0,080951619	Замбия	Коста-Рика
0,019447049	Зимбабве	Коста-Рика
0,37281038	Израиль	Коста-Рика
0,332246616	Индия	Коста-Рика
0,234065851	Индонезия	Коста-Рика
0,388007328	Иордания	Коста-Рика
0,323173145	Ирак	Коста-Рика
0,242044333	Ирландия	Коста-Рика
0,436415736	Испания	Коста-Рика
0,339061266	Италия	Коста-Рика
0,20974661	Йемен	Коста-Рика
0,162991059	Кабо-Верде	Коста-Рика
0,258278572	Казахстан	Коста-Рика
0,232048528	Камбоджа	Коста-Рика
0,051024112	Камерун	Коста-Рика
0,333643343	Канада	Коста-Рика
0,224222891	Катар	Коста-Рика
0,023052852	Кения	Коста-Рика
0,028487387	Китай, Специальный административный район Гонконг	Коста-Рика
0,258885523	Колумбия	Коста-Рика
1	Коста-Рика	Коста-Рика
-0,022367848	Кот-д'Ивуар	Коста-Рика
0,491731048	Кувейт	Коста-Рика
0,061590181	Кыргызстан	Коста-Рика
0,014223737	Лаосская Народно-Демократическая Республика	Коста-Рика
0,333589138	Латвия	Коста-Рика
0,382361907	Ливан	Коста-Рика
0,427324122	Ливия	Коста-Рика
0,358977146	Литва	Коста-Рика
0,312563209	Лихтенштейн	Коста-Рика
0,47814161	Люксембург	Коста-Рика
0,338684536	Маврикий	Коста-Рика
0,232382809	Малайзия	Коста-Рика
0,096772808	Мали	Коста-Рика
0,069111762	Мальта	Коста-Рика
0,250974011	Марокко	Коста-Рика
0,29675692	Мексика	Коста-Рика
0,03745592	Мозамбик	Коста-Рика
0,304929306	Монголия	Коста-Рика
0,15509589	Мьянма	Коста-Рика
0,027935648	Намибия	Коста-Рика
0,387392256	Непал	Коста-Рика
0,019971063	Нигер	Коста-Рика
-0,078368739	Нигерия	Коста-Рика
0,386879418	Нидерланды	Коста-Рика
0,089612587	Никарагуа	Коста-Рика
0,026479844	Новая Зеландия	Коста-Рика
0,517599122	Норвегия	Коста-Рика
0,059650434	Объединенная Республика Танзания	Коста-Рика
0,185896837	Объединенные Арабские Эмираты	Коста-Рика
0,138172563	Оман	Коста-Рика
0,254361449	Пакистан	Коста-Рика
0,328657647	Панама	Коста-Рика
0,113236622	Папуа-Новая Гвинея	Коста-Рика
0,382951733	Парагвай	Коста-Рика
0,256673727	Перу	Коста-Рика
0,224577013	Польша	Коста-Рика
0,439852483	Португалия	Коста-Рика
0,02842616	Республика Корея	Коста-Рика
0,396341335	Республика Молдова	Коста-Рика
0,359919979	Российская Федерация	Коста-Рика
0,126636982	Руанда	Коста-Рика
0,397367334	Румыния	Коста-Рика
0,168690347	Сальвадор	Коста-Рика
0,265228161	Саудовская Аравия	Коста-Рика
0,310251319	Северная Македония	Коста-Рика
0,026646943	Сенегал	Коста-Рика
0,416918766	Сербия	Коста-Рика
0,207777968	Сингапур	Коста-Рика
0,227080849	Словакия	Коста-Рика
0,413295604	Словения	Коста-Рика
0,254808431	Соединенное Королевство Великобритании и Северной Ирландии	Коста-Рика
0,40836344	Соединенные Штаты Америки	Коста-Рика
-0,108058471	Таджикистан	Коста-Рика
0,1629636	Таиланд	Коста-Рика
0,07919751	Того	Коста-Рика
0,29273272	Тринидад и Тобаго	Коста-Рика
0,454217262	Турция	Коста-Рика
0,100577878	Уганда	Коста-Рика
0,273709957	Украина	Коста-Рика
0,523255977	Уругвай	Коста-Рика
0,138738403	Фиджи	Коста-Рика
0,370856442	Филиппины	Коста-Рика
0,251246929	Финляндия	Коста-Рика
0,360784578	Франция	Коста-Рика
0,255541086	Хорватия	Коста-Рика
0,270236289	Чехия	Коста-Рика
0,346347876	Чили	Коста-Рика
0,53739694	Швейцария	Коста-Рика
0,478182503	Швеция	Коста-Рика
0,272366255	Шри-Ланка	Коста-Рика
0,35629306	Эквадор	Коста-Рика
0,391671485	Эстония	Коста-Рика
0,007799145	Южная Африка	Коста-Рика
0,270487595	Ямайка	Коста-Рика
0,362947341	Япония	Коста-Рика
0,09575461	Австралия	Кот-д'Ивуар
-0,125872369	Австрия	Кот-д'Ивуар
0,452410538	Ангола	Кот-д'Ивуар
0,141587637	Антигуа и Барбуда	Кот-д'Ивуар
0,256443612	Аргентина	Кот-д'Ивуар
0,596571388	Аруба	Кот-д'Ивуар
-0,112151636	Афганистан	Кот-д'Ивуар
0,297233642	Багамские Острова	Кот-д'Ивуар
0,026683764	Бангладеш	Кот-д'Ивуар
0,004621952	Барбадос	Кот-д'Ивуар
-0,018693571	Бахрейн	Кот-д'Ивуар
-0,02063571	Беларусь	Кот-д'Ивуар
0,126841387	Белиз	Кот-д'Ивуар
0,031103174	Бельгия	Кот-д'Ивуар
0,105733982	Бенин	Кот-д'Ивуар
0,117630149	Болгария	Кот-д'Ивуар
0,254847659	Боливия (Многонациональное Государство)	Кот-д'Ивуар
0,128985622	Босния и Герцеговина	Кот-д'Ивуар
0,053475257	Ботсвана	Кот-д'Ивуар
0,06164535	Бразилия	Кот-д'Ивуар
0,234553425	Буркина-Фасо	Кот-д'Ивуар
0,040974675	Венгрия	Кот-д'Ивуар
-0,034259274	Венесуэла (Боливарианская Республика)	Кот-д'Ивуар
-0,084613044	Вьетнам	Кот-д'Ивуар
0,324459961	Габон	Кот-д'Ивуар
0,050919946	Гаити	Кот-д'Ивуар
0,416324393	Гана	Кот-д'Ивуар
0,060586741	Гватемала	Кот-д'Ивуар
0,122235418	Гвинея-Бисау	Кот-д'Ивуар
-0,109485496	Германия	Кот-д'Ивуар
0,052151346	Гондурас	Кот-д'Ивуар
0,295866263	Греция	Кот-д'Ивуар
-0,031208854	Грузия	Кот-д'Ивуар
0,122757671	Дания	Кот-д'Ивуар
0,280460991	Доминиканская Республика	Кот-д'Ивуар
0,098707773	Египет	Кот-д'Ивуар
0,521203513	Замбия	Кот-д'Ивуар
0,103132116	Зимбабве	Кот-д'Ивуар
0,042251049	Израиль	Кот-д'Ивуар
-0,015317755	Индия	Кот-д'Ивуар
-0,064282219	Индонезия	Кот-д'Ивуар
0,022580179	Иордания	Кот-д'Ивуар
0,034478799	Ирак	Кот-д'Ивуар
0,358705381	Ирландия	Кот-д'Ивуар
0,16512869	Испания	Кот-д'Ивуар
0,266884575	Италия	Кот-д'Ивуар
0,160213293	Йемен	Кот-д'Ивуар
0,526799211	Кабо-Верде	Кот-д'Ивуар
0,052370844	Казахстан	Кот-д'Ивуар
-0,08575101	Камбоджа	Кот-д'Ивуар
0,028696472	Камерун	Кот-д'Ивуар
0,449982128	Канада	Кот-д'Ивуар
0,245957338	Катар	Кот-д'Ивуар
0,525075714	Кения	Кот-д'Ивуар
-0,094398288	Китай, Специальный административный район Гонконг	Кот-д'Ивуар
0,071241113	Колумбия	Кот-д'Ивуар
-0,022367848	Коста-Рика	Кот-д'Ивуар
1	Кот-д'Ивуар	Кот-д'Ивуар
0,102386861	Кувейт	Кот-д'Ивуар
-0,001328574	Кыргызстан	Кот-д'Ивуар
0,015854451	Лаосская Народно-Демократическая Республика	Кот-д'Ивуар
-0,064959178	Латвия	Кот-д'Ивуар
0,29029948	Ливан	Кот-д'Ивуар
0,029521018	Ливия	Кот-д'Ивуар
-0,045502293	Литва	Кот-д'Ивуар
-0,050547977	Лихтенштейн	Кот-д'Ивуар
0,051725736	Люксембург	Кот-д'Ивуар
-0,060846183	Маврикий	Кот-д'Ивуар
-0,063443541	Малайзия	Кот-д'Ивуар
0,402256977	Мали	Кот-д'Ивуар
0,514545742	Мальта	Кот-д'Ивуар
0,133721786	Марокко	Кот-д'Ивуар
0,16217111	Мексика	Кот-д'Ивуар
0,599920732	Мозамбик	Кот-д'Ивуар
-0,022695755	Монголия	Кот-д'Ивуар
-0,067385879	Мьянма	Кот-д'Ивуар
0,081965366	Намибия	Кот-д'Ивуар
-0,091587925	Непал	Кот-д'Ивуар
0,16434578	Нигер	Кот-д'Ивуар
0,301848517	Нигерия	Кот-д'Ивуар
-0,033950567	Нидерланды	Кот-д'Ивуар
-0,026180652	Никарагуа	Кот-д'Ивуар
-0,158667746	Новая Зеландия	Кот-д'Ивуар
0,024943232	Норвегия	Кот-д'Ивуар
0,050130787	Объединенная Республика Танзания	Кот-д'Ивуар
0,323974398	Объединенные Арабские Эмираты	Кот-д'Ивуар
-0,010798032	Оман	Кот-д'Ивуар
0,164575867	Пакистан	Кот-д'Ивуар
0,110386301	Панама	Кот-д'Ивуар
-0,051685191	Папуа-Новая Гвинея	Кот-д'Ивуар
-0,006996413	Парагвай	Кот-д'Ивуар
0,116790927	Перу	Кот-д'Ивуар
0,085475101	Польша	Кот-д'Ивуар
0,147579943	Португалия	Кот-д'Ивуар
-0,144760445	Республика Корея	Кот-д'Ивуар
0,054273678	Республика Молдова	Кот-д'Ивуар
-0,094704788	Российская Федерация	Кот-д'Ивуар
0,392152876	Руанда	Кот-д'Ивуар
-0,042718988	Румыния	Кот-д'Ивуар
0,008648175	Сальвадор	Кот-д'Ивуар
0,187048648	Саудовская Аравия	Кот-д'Ивуар
0,201980514	Северная Македония	Кот-д'Ивуар
0,253567433	Сенегал	Кот-д'Ивуар
0,101161623	Сербия	Кот-д'Ивуар
-0,146676623	Сингапур	Кот-д'Ивуар
-0,045460873	Словакия	Кот-д'Ивуар
0,011461676	Словения	Кот-д'Ивуар
0,344719134	Соединенное Королевство Великобритании и Северной Ирландии	Кот-д'Ивуар
0,345648037	Соединенные Штаты Америки	Кот-д'Ивуар
-0,041112195	Таджикистан	Кот-д'Ивуар
-0,103346549	Таиланд	Кот-д'Ивуар
0,543378929	Того	Кот-д'Ивуар
-0,010426506	Тринидад и Тобаго	Кот-д'Ивуар
0,10258929	Турция	Кот-д'Ивуар
0,113020179	Уганда	Кот-д'Ивуар
-0,082939466	Украина	Кот-д'Ивуар
0,070910481	Уругвай	Кот-д'Ивуар
0,081286383	Фиджи	Кот-д'Ивуар
0,171146451	Филиппины	Кот-д'Ивуар
0,087868739	Финляндия	Кот-д'Ивуар
0,232298982	Франция	Кот-д'Ивуар
0,137768877	Хорватия	Кот-д'Ивуар
0,044687798	Чехия	Кот-д'Ивуар
-0,065559332	Чили	Кот-д'Ивуар
0,056870607	Швейцария	Кот-д'Ивуар
0,093391381	Швеция	Кот-д'Ивуар
0,04695766	Шри-Ланка	Кот-д'Ивуар
0,106139601	Эквадор	Кот-д'Ивуар
0,023476679	Эстония	Кот-д'Ивуар
0,172821171	Южная Африка	Кот-д'Ивуар
0,320855723	Ямайка	Кот-д'Ивуар
-0,139908932	Япония	Кот-д'Ивуар
1	Куба	Куба
0,362847546	Австралия	Кувейт
0,337443196	Австрия	Кувейт
0,126695897	Ангола	Кувейт
0,271863534	Антигуа и Барбуда	Кувейт
0,761571328	Аргентина	Кувейт
0,284295613	Аруба	Кувейт
0,338448596	Афганистан	Кувейт
0,215335174	Багамские Острова	Кувейт
0,605350273	Бангладеш	Кувейт
0,378080965	Барбадос	Кувейт
0,78193881	Бахрейн	Кувейт
0,304788263	Беларусь	Кувейт
0,488259821	Белиз	Кувейт
0,499906756	Бельгия	Кувейт
-0,037654479	Бенин	Кувейт
0,58499671	Болгария	Кувейт
0,547872659	Боливия (Многонациональное Государство)	Кувейт
0,434996754	Босния и Герцеговина	Кувейт
0,061369572	Ботсвана	Кувейт
0,785434201	Бразилия	Кувейт
0,020620276	Буркина-Фасо	Кувейт
0,446476284	Венгрия	Кувейт
0,435244302	Венесуэла (Боливарианская Республика)	Кувейт
-0,052344109	Вьетнам	Кувейт
0,101598897	Габон	Кувейт
0,251994705	Гаити	Кувейт
0,048826993	Гана	Кувейт
0,317193686	Гватемала	Кувейт
0,250200512	Гвинея-Бисау	Кувейт
0,232409655	Германия	Кувейт
0,095339786	Гондурас	Кувейт
0,393936584	Греция	Кувейт
0,595149817	Грузия	Кувейт
0,697238813	Дания	Кувейт
0,588833606	Доминиканская Республика	Кувейт
0,41793184	Египет	Кувейт
0,290942789	Замбия	Кувейт
0,009940352	Зимбабве	Кувейт
0,613948017	Израиль	Кувейт
0,563296252	Индия	Кувейт
0,271421541	Индонезия	Кувейт
0,537546078	Иордания	Кувейт
0,445027511	Ирак	Кувейт
0,265818257	Ирландия	Кувейт
0,477878232	Испания	Кувейт
0,587916355	Италия	Кувейт
0,314000572	Йемен	Кувейт
0,289380631	Кабо-Верде	Кувейт
0,412235126	Казахстан	Кувейт
0,136857991	Камбоджа	Кувейт
0,074312254	Камерун	Кувейт
0,387576551	Канада	Кувейт
0,662646497	Катар	Кувейт
0,105838565	Кения	Кувейт
