from;to;value
Московская обл.;Калининградская обл.;0,711375424004884
Мурманская обл.;Калининградская обл.;-0,410886487222911
Ненецкий АО;Калининградская обл.;-0,129287152544377
Нижегородская обл.;Калининградская обл.;0,531000759416425
Новгородская обл.;Калининградская обл.;0,436142000895968
Новосибирская обл.;Калининградская обл.;0,0721060505882086
Омская обл.;Калининградская обл.;-0,314999559957099
Оренбургская обл.;Калининградская обл.;-0,488000250353039
Орловская обл.;Калининградская обл.;0,543191334415178
Пензенская обл.;Калининградская обл.;0,519411736804161
Пермский край;Калининградская обл.;-0,16966854907589
Приморский край;Калининградская обл.;-0,235606981311844
Псковская обл.;Калининградская обл.;0,232127680194282
Ростовская обл.;Калининградская обл.;0,474016556938217
Рязанская обл.;Калининградская обл.;0,70878658821831
Самарская обл.;Калининградская обл.;0,405813622574952
Санкт-Петербург;Калининградская обл.;0,600176473271576
Саратовская обл.;Калининградская обл.;0,160031955003461
Саха (Якутия);Калининградская обл.;0,3965408390466
Сахалинская обл.;Калининградская обл.;-0,582993597065128
Свердловская обл.;Калининградская обл.;0,0753055682887008
Севастополь;Калининградская обл.;-0,103479023837667
Северная Осетия;Калининградская обл.;0,624781306886822
Смоленская обл.;Калининградская обл.;0,624007588408501
Ставропольский край;Калининградская обл.;-0,22147615663476
Тамбовская обл.;Калининградская обл.;0,693344899253808
Татарстан;Калининградская обл.;0,597071980167051
Тверская обл.;Калининградская обл.;0,379258449047315
Томская обл.;Калининградская обл.;-0,319846626350606
Тульская обл.;Калининградская обл.;0,698589664736608
Тыва;Калининградская обл.;0,179223594163913
Тюменская обл.;Калининградская обл.;-0,53519857168737
Удмуртия;Калининградская обл.;-0,218717400961886
Ульяновская обл.;Калининградская обл.;-0,0762948993560457
Хабаровский край;Калининградская обл.;-0,427648516295703
Хакасия;Калининградская обл.;0,0105295100965841
ХМАО – Югра;Калининградская обл.;-0,2831043248935
Челябинская обл.;Калининградская обл.;-0,0320286160744196
Чечня;Калининградская обл.;0,359592004908734
Чувашия;Калининградская обл.;0,661355264915998
Чукотский АО;Калининградская обл.;0,389988831152856
Ямало-Ненецкий АО;Калининградская обл.;-0,447159506427748
Ярославская обл.;Калининградская обл.;0,646675642596014
Адыгея;Калмыкия;0,0662555238663041
Алтай;Калмыкия;0,355975087620572
Алтайский край;Калмыкия;0,097648896437528
Амурская обл.;Калмыкия;-0,0294836696440836
Архангельская обл.;Калмыкия;0,0646639504368247
Астраханская обл.;Калмыкия;-0,106111428269485
Башкортостан;Калмыкия;-0,219732542518761
Белгородская обл.;Калмыкия;-0,0591674287266295
Брянская обл.;Калмыкия;-0,257002573569228
Бурятия;Калмыкия;0,0864503715020424
Владимирская обл.;Калмыкия;-0,224832934444391
Волгоградская обл.;Калмыкия;0,159028268174407
Вологодская обл.;Калмыкия;0,27771749346902
Воронежская обл.;Калмыкия;-0,0096203210708634
Дагестан;Калмыкия;-0,189476053160257
Еврейская АО;Калмыкия;-0,144654327474679
Забайкальский край;Калмыкия;-0,159306158384747
Ивановская обл.;Калмыкия;-0,12885435482916
Ингушетия;Калмыкия;-0,272551744181221
Иркутская обл.;Калмыкия;0,0941493756807872
Кабардино-Балкария;Калмыкия;-0,239775416691952
Калининградская обл.;Калмыкия;-0,170231925513624
Калмыкия;Калмыкия;1
Калужская обл.;Калмыкия;-0,238625987373841
Камчатский край;Калмыкия;-0,0851211234351408
Карачаево-Черкессия;Калмыкия;-0,126425442511558
Карелия;Калмыкия;0,321396095124593
Кемеровская обл.;Калмыкия;0,415064118636376
Кировская обл.;Калмыкия;0,162641279687206
Коми;Калмыкия;-0,035594319673228
Костромская обл.;Калмыкия;0,317882328931213
Краснодарский край;Калмыкия;0,201772773753984
Красноярский край;Калмыкия;0,0217891899279441
Крым;Калмыкия;0,397236865507456
Курганская обл.;Калмыкия;0,199987037088029
Курская обл.;Калмыкия;-0,218045342431629
Ленинградская обл.;Калмыкия;-0,228028980942372
Липецкая обл.;Калмыкия;-0,233806003234261
Магаданская обл.;Калмыкия;0,371368167738666
Марий Эл;Калмыкия;-0,357504876514654
Мордовия;Калмыкия;-0,298809358087161
Москва;Калмыкия;-0,208028765634907
Московская обл.;Калмыкия;-0,33796064253049
Мурманская обл.;Калмыкия;0,117641767684884
Ненецкий АО;Калмыкия;0,167202549563634
Нижегородская обл.;Калмыкия;-0,146968717166676
Новгородская обл.;Калмыкия;-0,175793424945134
Новосибирская обл.;Калмыкия;-0,052095572637705
Омская обл.;Калмыкия;0,149187946079137
Оренбургская обл.;Калмыкия;0,308439239555312
Орловская обл.;Калмыкия;-0,169977838005483
Пензенская обл.;Калмыкия;-0,00121829729506618
Пермский край;Калмыкия;0,160173284547189
Приморский край;Калмыкия;0,207357418343001
Псковская обл.;Калмыкия;-0,0234374810221881
Ростовская обл.;Калмыкия;-0,026635242141337
Рязанская обл.;Калмыкия;-0,252706413964304
Самарская обл.;Калмыкия;0,0844616829359309
Санкт-Петербург;Калмыкия;-0,094929912159305
Саратовская обл.;Калмыкия;0,151485434158877
Саха (Якутия);Калмыкия;-0,0171714586773142
Сахалинская обл.;Калмыкия;0,320528846904161
Свердловская обл.;Калмыкия;0,0074407002212183
Севастополь;Калмыкия;0,0983658254882408
Северная Осетия;Калмыкия;-0,231753086774095
Смоленская обл.;Калмыкия;-0,229519102859021
Ставропольский край;Калмыкия;0,369233862512548
Тамбовская обл.;Калмыкия;-0,245631292097954
Татарстан;Калмыкия;-0,184793488137871
Тверская обл.;Калмыкия;-0,239393209484353
Томская обл.;Калмыкия;0,147586299636915
Тульская обл.;Калмыкия;-0,287333735948361
Тыва;Калмыкия;-0,0986166779632881
Тюменская обл.;Калмыкия;0,170498593830525
Удмуртия;Калмыкия;0,106679628894134
Ульяновская обл.;Калмыкия;0,142103750410879
Хабаровский край;Калмыкия;0,169428982389044
Хакасия;Калмыкия;0,0468357045754239
ХМАО – Югра;Калмыкия;0,0209995284406915
Челябинская обл.;Калмыкия;-0,063069967435108
Чечня;Калмыкия;-0,316983114674347
Чувашия;Калмыкия;-0,199894263495342
Чукотский АО;Калмыкия;-0,0666542859788767
Ямало-Ненецкий АО;Калмыкия;0,128498508266867
Ярославская обл.;Калмыкия;-0,088007888081362
Адыгея;Калужская обл.;0,0877195477096594
Алтай;Калужская обл.;-0,492617738387032
Алтайский край;Калужская обл.;-0,385883605092113
Амурская обл.;Калужская обл.;-0,0921774617891453
Архангельская обл.;Калужская обл.;-0,0171242084632723
Астраханская обл.;Калужская обл.;0,366320317464579
Башкортостан;Калужская обл.;0,795633344058092
Белгородская обл.;Калужская обл.;0,519790223932298
Брянская обл.;Калужская обл.;0,878683478982468
Бурятия;Калужская обл.;0,206816926523435
Владимирская обл.;Калужская обл.;0,816261860046611
Волгоградская обл.;Калужская обл.;0,0589605026548655
Вологодская обл.;Калужская обл.;-0,0963341696183436
Воронежская обл.;Калужская обл.;-0,122276076487134
Дагестан;Калужская обл.;0,776881960447772
Еврейская АО;Калужская обл.;0,248162165377794
Забайкальский край;Калужская обл.;0,385287920356757
Ивановская обл.;Калужская обл.;0,375838334446701
Ингушетия;Калужская обл.;0,683228051536619
Иркутская обл.;Калужская обл.;-0,267388431572579
Кабардино-Балкария;Калужская обл.;0,824772615433921
Калининградская обл.;Калужская обл.;0,741052868273064
Калмыкия;Калужская обл.;-0,238625987373841
Калужская обл.;Калужская обл.;1
Камчатский край;Калужская обл.;0,0603084629021214
Карачаево-Черкессия;Калужская обл.;0,22104266693989
Карелия;Калужская обл.;-0,341689514036924
Кемеровская обл.;Калужская обл.;-0,723709968623778
Кировская обл.;Калужская обл.;-0,20807492481084
Коми;Калужская обл.;-0,180457011127886
Костромская обл.;Калужская обл.;-0,375558983132111
Краснодарский край;Калужская обл.;0,0649683709083214
Красноярский край;Калужская обл.;0,104810675683236
Крым;Калужская обл.;-0,476476893116149
Курганская обл.;Калужская обл.;-0,525961964935242
Курская обл.;Калужская обл.;0,862305619014132
Ленинградская обл.;Калужская обл.;0,751216050751511
Липецкая обл.;Калужская обл.;0,847382678229444
Магаданская обл.;Калужская обл.;-0,444300098963717
Марий Эл;Калужская обл.;0,761273717937662
Мордовия;Калужская обл.;0,281294847311818
Москва;Калужская обл.;0,658112125574599
Московская обл.;Калужская обл.;0,889448899510984
Мурманская обл.;Калужская обл.;-0,394670830184493
Ненецкий АО;Калужская обл.;-0,0570190692326658
Нижегородская обл.;Калужская обл.;0,618734630174537
Новгородская обл.;Калужская обл.;0,396221569424161
Новосибирская обл.;Калужская обл.;0,058492782018649
Омская обл.;Калужская обл.;-0,400437489933626
Оренбургская обл.;Калужская обл.;-0,673604811257614
Орловская обл.;Калужская обл.;0,471660083095493
Пензенская обл.;Калужская обл.;0,442784451336955
Пермский край;Калужская обл.;-0,366158107811798
Приморский край;Калужская обл.;-0,451287989159057
Псковская обл.;Калужская обл.;0,0895486019799765
Ростовская обл.;Калужская обл.;0,27096257168939
Рязанская обл.;Калужская обл.;0,877069562507047
Самарская обл.;Калужская обл.;0,398009661638609
Санкт-Петербург;Калужская обл.;0,818980472367453
Саратовская обл.;Калужская обл.;0,0355560857283158
Саха (Якутия);Калужская обл.;0,254446491628672
Сахалинская обл.;Калужская обл.;-0,765928323944014
Свердловская обл.;Калужская обл.;0,0221259701075299
Севастополь;Калужская обл.;-0,174236049061343
Северная Осетия;Калужская обл.;0,784851865204746
Смоленская обл.;Калужская обл.;0,598039278906485
Ставропольский край;Калужская обл.;-0,502495448027545
Тамбовская обл.;Калужская обл.;0,887906635472099
Татарстан;Калужская обл.;0,821245003871161
Тверская обл.;Калужская обл.;0,312413084560422
Томская обл.;Калужская обл.;-0,445334201124226
Тульская обл.;Калужская обл.;0,853738358729801
Тыва;Калужская обл.;0,194326130147444
Тюменская обл.;Калужская обл.;-0,539981595384402
Удмуртия;Калужская обл.;-0,347583994586558
Ульяновская обл.;Калужская обл.;-0,205389566139548
Хабаровский край;Калужская обл.;-0,520486639385922
Хакасия;Калужская обл.;0,134044547684508
ХМАО – Югра;Калужская обл.;-0,268427261894938
Челябинская обл.;Калужская обл.;-0,0670697521098636
Чечня;Калужская обл.;0,517180024510383
Чувашия;Калужская обл.;0,779745765124238
Чукотский АО;Калужская обл.;0,378002924159837
Ямало-Ненецкий АО;Калужская обл.;-0,313100365530019
Ярославская обл.;Калужская обл.;0,797661840902998
Адыгея;Камчатский край;0,446706688684269
Алтай;Камчатский край;0,384140475728777
Алтайский край;Камчатский край;0,348794811276062
Амурская обл.;Камчатский край;0,64666360527208
Архангельская обл.;Камчатский край;0,614695096860983
Астраханская обл.;Камчатский край;0,260397775885657
Башкортостан;Камчатский край;0,178709900290691
Белгородская обл.;Камчатский край;0,423751530917038
Брянская обл.;Камчатский край;0,268872571916074
Бурятия;Камчатский край;0,321562855259714
Владимирская обл.;Камчатский край;0,243779022538195
Волгоградская обл.;Камчатский край;0,362224292073461
Вологодская обл.;Камчатский край;0,0806031333441199
Воронежская обл.;Камчатский край;0,646227781044471
Дагестан;Камчатский край;0,0396628631685976
Еврейская АО;Камчатский край;-0,0400582951643421
Забайкальский край;Камчатский край;0,618447448506958
Ивановская обл.;Камчатский край;0,574235461088922
Ингушетия;Камчатский край;-0,217169487969226
Иркутская обл.;Камчатский край;0,627886182602428
Кабардино-Балкария;Камчатский край;0,277227015593007
Калининградская обл.;Камчатский край;0,039163973008667
Калмыкия;Камчатский край;-0,0851211234351408
Калужская обл.;Камчатский край;0,0603084629021214
Камчатский край;Камчатский край;1
Карачаево-Черкессия;Камчатский край;0,613316786517733
Карелия;Камчатский край;0,373656489608922
Кемеровская обл.;Камчатский край;-0,0163126927168936
Кировская обл.;Камчатский край;0,199223142973017
Коми;Камчатский край;0,508545800371891
Костромская обл.;Камчатский край;-0,0273284195429431
Краснодарский край;Камчатский край;-0,306694913966853
Красноярский край;Камчатский край;0,347024413829167
Крым;Камчатский край;-0,25878238138358
Курганская обл.;Камчатский край;0,358464858062886
Курская обл.;Камчатский край;0,288739576512107
Ленинградская обл.;Камчатский край;0,221423730526292
Липецкая обл.;Камчатский край;0,321107035990804
Магаданская обл.;Камчатский край;0,227961828901375
Марий Эл;Камчатский край;0,325603684759057
Мордовия;Камчатский край;0,312606682971512
Москва;Камчатский край;-0,369122089349163
Московская обл.;Камчатский край;-0,0574610361009795
Мурманская обл.;Камчатский край;0,185853408557394
Ненецкий АО;Камчатский край;0,199553556928629
Нижегородская обл.;Камчатский край;0,386505333924214
Новгородская обл.;Камчатский край;0,570338823310137
Новосибирская обл.;Камчатский край;0,622425687084612
Омская обл.;Камчатский край;0,351721203710776
Оренбургская обл.;Камчатский край;0,102327823335334
Орловская обл.;Камчатский край;0,252270062147015
Пензенская обл.;Камчатский край;0,459675185119358
Пермский край;Камчатский край;0,407853634126066
Приморский край;Камчатский край;0,183602253191504
Псковская обл.;Камчатский край;0,512522433990657
Ростовская обл.;Камчатский край;0,2959870799602
Рязанская обл.;Камчатский край;-0,0436017145009079
Самарская обл.;Камчатский край;0,342877336079727
Санкт-Петербург;Камчатский край;0,0589614426357642
Саратовская обл.;Камчатский край;0,436551105247728
Саха (Якутия);Камчатский край;0,409684528670701
Сахалинская обл.;Камчатский край;0,117540566242744
Свердловская обл.;Камчатский край;0,592024608993771
Севастополь;Камчатский край;-0,0465772155857181
Северная Осетия;Камчатский край;-0,15561617771011
Смоленская обл.;Камчатский край;0,375997768797136
Ставропольский край;Камчатский край;0,144371416583735
Тамбовская обл.;Камчатский край;0,152582967237176
Татарстан;Камчатский край;-0,140020949594514
Тверская обл.;Камчатский край;0,508243622326933
Томская обл.;Камчатский край;0,448461497274242
Тульская обл.;Камчатский край;0,355600298631141
Тыва;Камчатский край;0,684983471244561
Тюменская обл.;Камчатский край;0,191466967253218
Удмуртия;Камчатский край;0,273284810254464
Ульяновская обл.;Камчатский край;0,480081898091373
Хабаровский край;Камчатский край;0,326740983543212
Хакасия;Камчатский край;0,431116890034988
ХМАО – Югра;Камчатский край;0,67506463866813
Челябинская обл.;Камчатский край;0,670952900086588
Чечня;Камчатский край;-0,196274466842768
Чувашия;Камчатский край;0,406502931363919
Чукотский АО;Камчатский край;0,141326248133205
Ямало-Ненецкий АО;Камчатский край;0,479111017789133
Ярославская обл.;Камчатский край;-0,0268161144799324
Адыгея;Карачаево-Черкессия;0,424479061447949
Алтай;Карачаево-Черкессия;0,215919538924509
Алтайский край;Карачаево-Черкессия;-0,0615883472152127
Амурская обл.;Карачаево-Черкессия;0,626328720568087
Архангельская обл.;Карачаево-Черкессия;0,616645616934244
Астраханская обл.;Карачаево-Черкессия;0,406569310887056
Башкортостан;Карачаево-Черкессия;0,280652379979202
Белгородская обл.;Карачаево-Черкессия;0,569541383785719
Брянская обл.;Карачаево-Черкессия;0,428612155206571
Бурятия;Карачаево-Черкессия;0,433055254207084
Владимирская обл.;Карачаево-Черкессия;0,327762033376643
Волгоградская обл.;Карачаево-Черкессия;0,439640450777108
Вологодская обл.;Карачаево-Черкессия;0,00495197985545845
Воронежская обл.;Карачаево-Черкессия;0,798114538689053
Дагестан;Карачаево-Черкессия;0,251142432815932
Еврейская АО;Карачаево-Черкессия;-0,0669484712280029
Забайкальский край;Карачаево-Черкессия;0,826257025265039
Ивановская обл.;Карачаево-Черкессия;0,726454168886037
Ингушетия;Карачаево-Черкессия;0,00178486145823215
Иркутская обл.;Карачаево-Черкессия;0,490175657589298
Кабардино-Балкария;Карачаево-Черкессия;0,496035787065095
Калининградская обл.;Карачаево-Черкессия;0,300249011319973
Калмыкия;Карачаево-Черкессия;-0,126425442511558
Калужская обл.;Карачаево-Черкессия;0,22104266693989
Камчатский край;Карачаево-Черкессия;0,613316786517733
Карачаево-Черкессия;Карачаево-Черкессия;1
Карелия;Карачаево-Черкессия;0,338561169268573
Кемеровская обл.;Карачаево-Черкессия;-0,116939178573786
Кировская обл.;Карачаево-Черкессия;0,171382939372903
Коми;Карачаево-Черкессия;0,48249922312685
Костромская обл.;Карачаево-Черкессия;0,0924905759473029
Краснодарский край;Карачаево-Черкессия;-0,341398527411083
Красноярский край;Карачаево-Черкессия;0,276824867539133
Крым;Карачаево-Черкессия;-0,19211168504237
Курганская обл.;Карачаево-Черкессия;-0,0173559124582515
Курская обл.;Карачаево-Черкессия;0,463356951139866
Ленинградская обл.;Карачаево-Черкессия;0,255594815416324
Липецкая обл.;Карачаево-Черкессия;0,536626417509513
Магаданская обл.;Карачаево-Черкессия;0,219576170951347
Марий Эл;Карачаево-Черкессия;0,46591942066984
Мордовия;Карачаево-Черкессия;0,533863544156833
Москва;Карачаево-Черкессия;-0,236014101444226
Московская обл.;Карачаево-Черкессия;0,194807145469164
Мурманская обл.;Карачаево-Черкессия;-0,179623573796924
Ненецкий АО;Карачаево-Черкессия;-0,0399251028332538
Нижегородская обл.;Карачаево-Черкессия;0,422528652054343
Новгородская обл.;Карачаево-Черкессия;0,75581565448403
Новосибирская обл.;Карачаево-Черкессия;0,452532578290205
Омская обл.;Карачаево-Черкессия;0,0839772773739148
Оренбургская обл.;Карачаево-Черкессия;-0,169607033539564
Орловская обл.;Карачаево-Черкессия;0,496841778808093
Пензенская обл.;Карачаево-Черкессия;0,65461482837388
Пермский край;Карачаево-Черкессия;0,276540740375828
Приморский край;Карачаево-Черкессия;0,138666477299336
Псковская обл.;Карачаево-Черкессия;0,762229281985282
Ростовская обл.;Карачаево-Черкессия;0,419376287636874
Рязанская обл.;Карачаево-Черкессия;0,0620208350631849
Самарская обл.;Карачаево-Черкессия;0,369303660820783
Санкт-Петербург;Карачаево-Черкессия;0,117728337699359
Саратовская обл.;Карачаево-Черкессия;0,474141745106878
Саха (Якутия);Карачаево-Черкессия;0,52787202055879
Сахалинская обл.;Карачаево-Черкессия;-0,164830855796505
Свердловская обл.;Карачаево-Черкессия;0,464715701208839
Севастополь;Карачаево-Черкессия;-0,168394585898004
Северная Осетия;Карачаево-Черкессия;-0,0672349824631885
Смоленская обл.;Карачаево-Черкессия;0,520421324570059
Ставропольский край;Карачаево-Черкессия;0,0811294832876267
Тамбовская обл.;Карачаево-Черкессия;0,22109214012486
Татарстан;Карачаево-Черкессия;-0,0762883309364639
Тверская обл.;Карачаево-Черкессия;0,784737022428361
Томская обл.;Карачаево-Черкессия;0,310348695738344
Тульская обл.;Карачаево-Черкессия;0,526551145134777
Тыва;Карачаево-Черкессия;0,831055998171257
Тюменская обл.;Карачаево-Черкессия;-0,161253561108583
Удмуртия;Карачаево-Черкессия;0,152887045815126
Ульяновская обл.;Карачаево-Черкессия;0,424810930541783
Хабаровский край;Карачаево-Черкессия;-0,0107839957080893
Хакасия;Карачаево-Черкессия;0,391331174687813
ХМАО – Югра;Карачаево-Черкессия;0,498423244052043
Челябинская обл.;Карачаево-Черкессия;0,614650293458847
Чечня;Карачаево-Черкессия;-0,0604326835935414
Чувашия;Карачаево-Черкессия;0,467833252670853
Чукотский АО;Карачаево-Черкессия;0,219577547467225
Ямало-Ненецкий АО;Карачаево-Черкессия;0,168166035338588
Ярославская обл.;Карачаево-Черкессия;0,0222112634673061
Адыгея;Карелия;0,311300794537669
Алтай;Карелия;0,627355046013509
Алтайский край;Карелия;0,448025219754865
Амурская обл.;Карелия;0,561723872755359
Архангельская обл.;Карелия;0,564861464872394
Астраханская обл.;Карелия;0,0928249349128285
Башкортостан;Карелия;-0,187742371262986
Белгородская обл.;Карелия;0,209315777605565
Брянская обл.;Карелия;-0,206199151886358
Бурятия;Карелия;0,234235774624815
Владимирская обл.;Карелия;-0,175439768080503
Волгоградская обл.;Карелия;0,458161894718132
Вологодская обл.;Карелия;0,318149798361251
Воронежская обл.;Карелия;0,528448404129978
Дагестан;Карелия;-0,34421075580133
Еврейская АО;Карелия;-0,25170066759179
Забайкальский край;Карелия;0,319738491964854
Ивановская обл.;Карелия;0,294500984465237
Ингушетия;Карелия;-0,509025636634629
Иркутская обл.;Карелия;0,586888023373318
Кабардино-Балкария;Карелия;-0,152345552069036
Калининградская обл.;Карелия;-0,212219797758779
Калмыкия;Карелия;0,321396095124593
Калужская обл.;Карелия;-0,341689514036924
Камчатский край;Карелия;0,373656489608922
Карачаево-Черкессия;Карелия;0,338561169268573
Карелия;Карелия;1
Кемеровская обл.;Карелия;0,471292225417698
Кировская обл.;Карелия;0,318321061237209
Коми;Карелия;0,467657334798541
Костромская обл.;Карелия;0,324586336949599
Краснодарский край;Карелия;0,0646437931585127
Красноярский край;Карелия;0,345089727067207
Крым;Карелия;0,284714680443237
Курганская обл.;Карелия;0,524470790426763
Курская обл.;Карелия;-0,147260111076522
Ленинградская обл.;Карелия;-0,176126809224763
Липецкая обл.;Карелия;-0,105258054888364
Магаданская обл.;Карелия;0,419721461694318
Марий Эл;Карелия;-0,216064771509172
Мордовия;Карелия;-0,0507771816048586
Москва;Карелия;-0,576552846377271
Московская обл.;Карелия;-0,479494822133572
Мурманская обл.;Карелия;0,271298839307818
Ненецкий АО;Карелия;0,119720747265656
Нижегородская обл.;Карелия;0,0642490858507085
Новгородская обл.;Карелия;0,225971746636899
Новосибирская обл.;Карелия;0,512330429149375
Омская обл.;Карелия;0,543491567934152
Оренбургская обл.;Карелия;0,508223806391258
Орловская обл.;Карелия;-0,0271750438397685
Пензенская обл.;Карелия;0,291229572107711
Пермский край;Карелия;0,577087349731443
Приморский край;Карелия;0,545573946829692
Псковская обл.;Карелия;0,437507135311379
Ростовская обл.;Карелия;0,234019715219667
Рязанская обл.;Карелия;-0,401834960464436
Самарская обл.;Карелия;0,201342601967856
Санкт-Петербург;Карелия;-0,270928770625411
Саратовская обл.;Карелия;0,512995559605607
Саха (Якутия);Карелия;0,369224069202735
Сахалинская обл.;Карелия;0,52373263247502
Свердловская обл.;Карелия;0,514666310125882
Севастополь;Карелия;-0,00984748712587152
Северная Осетия;Карелия;-0,47423963984847
Смоленская обл.;Карелия;0,0359572014298413
Ставропольский край;Карелия;0,575325351465646
Тамбовская обл.;Карелия;-0,235553636928733
Татарстан;Карелия;-0,456208653012269
Тверская обл.;Карелия;0,166318406178058
Томская обл.;Карелия;0,609077352483742
Тульская обл.;Карелия;-0,17388253521579
Тыва;Карелия;0,429366673842727
Тюменская обл.;Карелия;0,499042390410414
Удмуртия;Карелия;0,406392139106314
Ульяновская обл.;Карелия;0,604608749890923
Хабаровский край;Карелия;0,587323945110609
Хакасия;Карелия;0,318238289830331
ХМАО – Югра;Карелия;0,589995876633945
Челябинская обл.;Карелия;0,510157852758141
Чечня;Карелия;-0,446655571944718
Чувашия;Карелия;0,00123720121810104
Чукотский АО;Карелия;-0,0930294043805686
Ямало-Ненецкий АО;Карелия;0,485316057140051
Ярославская обл.;Карелия;-0,221654348639928
Адыгея;Кемеровская обл.;0,0947067685608782
Алтай;Кемеровская обл.;0,520790666613178
Алтайский край;Кемеровская обл.;0,444918311369493
Амурская обл.;Кемеровская обл.;0,296346360029806
Архангельская обл.;Кемеровская обл.;0,235389716014145
Астраханская обл.;Кемеровская обл.;-0,100074376525782
Башкортостан;Кемеровская обл.;-0,587020241033247
Белгородская обл.;Кемеровская обл.;-0,104803898091453
Брянская обл.;Кемеровская обл.;-0,632237045559903
Бурятия;Кемеровская обл.;0,172952661266699
Владимирская обл.;Кемеровская обл.;-0,631423222032471
Волгоградская обл.;Кемеровская обл.;0,369282578851523
Вологодская обл.;Кемеровская обл.;0,469689097302217
Воронежская обл.;Кемеровская обл.;0,310518735104478
Дагестан;Кемеровская обл.;-0,609557162302767
Еврейская АО;Кемеровская обл.;-0,375186532357114
Забайкальский край;Кемеровская обл.;-0,174734226023317
Ивановская обл.;Кемеровская обл.;-0,145040489114789
Ингушетия;Кемеровская обл.;-0,761335816455446
Иркутская обл.;Кемеровская обл.;0,406868027263176
Кабардино-Балкария;Кемеровская обл.;-0,61882950212942
Калининградская обл.;Кемеровская обл.;-0,434778774972864
Калмыкия;Кемеровская обл.;0,415064118636376
Калужская обл.;Кемеровская обл.;-0,723709968623778
Камчатский край;Кемеровская обл.;-0,0163126927168936
Карачаево-Черкессия;Кемеровская обл.;-0,116939178573786
Карелия;Кемеровская обл.;0,471292225417698
Кемеровская обл.;Кемеровская обл.;1
Кировская обл.;Кемеровская обл.;0,485558339702358
Коми;Кемеровская обл.;0,314320552344212
Костромская обл.;Кемеровская обл.;0,66104050746572
Краснодарский край;Кемеровская обл.;0,316758292996772
Красноярский край;Кемеровская обл.;0,216237663906653
Крым;Кемеровская обл.;0,704877583024134
Курганская обл.;Кемеровская обл.;0,564730249882351
Курская обл.;Кемеровская обл.;-0,640533542012087
Ленинградская обл.;Кемеровская обл.;-0,654039021146492
Липецкая обл.;Кемеровская обл.;-0,577123167038341
Магаданская обл.;Кемеровская обл.;0,521157507694129
Марий Эл;Кемеровская обл.;-0,722216393520555
Мордовия;Кемеровская обл.;-0,337266264625613
Москва;Кемеровская обл.;-0,704849328888023
Московская обл.;Кемеровская обл.;-0,831666704155597
Мурманская обл.;Кемеровская обл.;0,291567534406606
Ненецкий АО;Кемеровская обл.;0,0583600576888704
Нижегородская обл.;Кемеровская обл.;-0,414367085567222
Новгородская обл.;Кемеровская обл.;-0,208051955524718
Новосибирская обл.;Кемеровская обл.;0,167998815568677
Омская обл.;Кемеровская обл.;0,607259352937145
Оренбургская обл.;Кемеровская обл.;0,800847504444063
Орловская обл.;Кемеровская обл.;-0,184122964446985
Пензенская обл.;Кемеровская обл.;-0,0107255090601291
Пермский край;Кемеровская обл.;0,570221066647449
Приморский край;Кемеровская обл.;0,695951869444737
Псковская обл.;Кемеровская обл.;0,137718394683326
Ростовская обл.;Кемеровская обл.;0,161601196396688
Рязанская обл.;Кемеровская обл.;-0,734118647171438
Самарская обл.;Кемеровская обл.;0,0179326007856601
Санкт-Петербург;Кемеровская обл.;-0,605488071677695
Саратовская обл.;Кемеровская обл.;0,393611676487354
Саха (Якутия);Кемеровская обл.;0,122629099434346
Сахалинская обл.;Кемеровская обл.;0,873569822442191
Свердловская обл.;Кемеровская обл.;0,236167094076652
Севастополь;Кемеровская обл.;0,167280711721389
Северная Осетия;Кемеровская обл.;-0,72704205800653
Смоленская обл.;Кемеровская обл.;-0,37476512297409
Ставропольский край;Кемеровская обл.;0,805270227529126
Тамбовская обл.;Кемеровская обл.;-0,661038504635136
Татарстан;Кемеровская обл.;-0,686716595396081
Тверская обл.;Кемеровская обл.;-0,203029331833427
Томская обл.;Кемеровская обл.;0,614411773035156
Тульская обл.;Кемеровская обл.;-0,682145829522825
Тыва;Кемеровская обл.;-0,0177573874095513
Тюменская обл.;Кемеровская обл.;0,534396824807015
Удмуртия;Кемеровская обл.;0,413079857110759
Ульяновская обл.;Кемеровская обл.;0,517669039548505
Хабаровский край;Кемеровская обл.;0,639300419065873
Хакасия;Кемеровская обл.;0,0328018250090742
ХМАО – Югра;Кемеровская обл.;0,311973957340007
Челябинская обл.;Кемеровская обл.;0,220619595507406
Чечня;Кемеровская обл.;-0,708419445627318
Чувашия;Кемеровская обл.;-0,480019883774167
Чукотский АО;Кемеровская обл.;-0,213594845095508
Ямало-Ненецкий АО;Кемеровская обл.;0,338182426149055
Ярославская обл.;Кемеровская обл.;-0,463140182826781
Адыгея;Кировская обл.;0,146183828549797
Алтай;Кировская обл.;0,22210553258479
Алтайский край;Кировская обл.;0,387491487940796
Амурская обл.;Кировская обл.;0,351131583221518
Архангельская обл.;Кировская обл.;0,516150395494875
Астраханская обл.;Кировская обл.;0,357584510490403
Башкортостан;Кировская обл.;-0,011413310324425
Белгородская обл.;Кировская обл.;0,259652949198204
Брянская обл.;Кировская обл.;-0,107181432841646
Бурятия;Кировская обл.;0,335324888414875
Владимирская обл.;Кировская обл.;-0,18874209267928
Волгоградская обл.;Кировская обл.;0,573574313811582
Вологодская обл.;Кировская обл.;0,535165332603587
